code_insee,nom,population,nombre_d_equipements_sportifs,ratio_de_la_commune,strate_de_la_commune,ratio_de_la_strate_de_commune,ratio_du_departement,nom_de_l_epci_de_rattachement,moyenne_de_l_epci,strate_de_l_epci,moyenne_de_la_strate_de_l_epci,nombre_de_types_d_equipements,moyenne_du_nombre_de_types_d_equipements_de_la_tranche_de_la_c,nombre_de_type_d_equipements_de_l_epci,moyenne_du_nombre_de_types_d_equipements_de_la_tranche_de_l_ep,_01___bassin_de_natation,_02___boulodrome,_03___bowling,_04___circuit_piste_de_sports_mecaniques,_05___court_de_tennis,_06___equipement_de_cyclisme,_07___equipement_piste_de_ski,_08___equipement_d_activites_de_forme_et_de_sante,_09___equipement_equestre,_10___equipement_d_athletisme,_11___mur_et_fronton,_12___parcours_de_golf,_13___parcours_sportif_sante,_14___pas_de_tir,_15___aire_de_sports_de_glaces,_16___plaine_de_jeux,_17___plateau_eps,_18___salle_de_combat,_19___salle_multisports,_21___salle_ou_terrain_specialise,_22___salle_non_specialisee,_23___site_d_activites_aeriennes,_24___site_d_activites_aquatiques_et_nautiques,_25___site_de_modelisme,_26___skate_park_velo_freestyle,_27___structure_artificielle_d_escalade,_28___terrain_de_grands_jeux,_29___terrain_exterieur_de_petits_jeux_collectifs,_30___divers_equipements_sports_de_nature,_31___divers_equipements,longitude,latitude,the_geom,cartodb_id,created_at,updated_at
31344,Miramont-de-Comminges,793,5,6.3,Moins de 2000,7.9,5.6,CC du Saint Gaudinois,6.7,20.000 à 50.000,5.7,4,2.5,20,20.1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.755728162724107,43.0916982591895,0101000020E61000005C1EF2D3EC2EE83FD628C0C4BC8B4540,9065,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31345,Miremont,2086,9,4.3,2.000 à 10.000,5.6,5.6,CC de la Vallée de l'Ariège,3.9,Moins de 20.000,8.5,8,9.8,19,14.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,0,1.41666155847127,43.3766003043169,0101000020E6100000E626724FA5AAF63F355A537034B04540,9066,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31346,Mirepoix-sur-Tarn,701,5,7.1,Moins de 2000,7.9,5.6,CC Val'Aïgo,6.6,Moins de 20.000,8.5,5,2.5,17,14.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.57718687469997,43.8243782927716,0101000020E6100000E644E84D283CF93F407E573A85E94540,9067,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31348,Moncaup,32,2,62.5,Moins de 2000,7.9,5.6,CC des Trois Vallées,11,Moins de 20.000,8.5,2,2.5,12,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.701723144293201,42.9725094315461,0101000020E610000022BD72188474E63F62C565307B7C4540,9068,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31349,Mondavezan,787,3,3.8,Moins de 2000,7.9,5.6,CC du Canton de Cazères,5.9,Moins de 20.000,8.5,3,2.5,16,14.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.04261265243861,43.2413553335789,0101000020E610000010EAC99A8AAEF03FE13748BBE49E4540,9069,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31351,Mondonville,4236,9,2.1,2.000 à 10.000,5.6,5.6,CU Toulouse Métropole,3.4,Plus de 250.000,3,4,9.8,28,26.5,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1.28093996565002,43.6632560699074,0101000020E6100000FEB2C9E7BA7EF43F19902C93E5D44540,9070,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31352,Mondouzil,239,4,16.7,Moins de 2000,7.9,5.6,CU Toulouse Métropole,3.4,Plus de 250.000,3,4,2.5,28,26.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.56282669112186,43.6312779148426,0101000020E6100000D2F27A8F5601F93FD077F7B6CDD04540,9071,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31354,Monestrol,60,1,16.7,Moins de 2000,7.9,5.6,CC Coteaux du Lauragais Sud (CO.LAUR.SUD),6.2,Moins de 20.000,8.5,1,2.5,11,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66307291760429,43.3321912914375,0101000020E61000006494FF58F29BFA3FBB5E863E85AA4540,9072,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31355,Mons,1455,8,5.5,Moins de 2000,7.9,5.6,CU Toulouse Métropole,3.4,Plus de 250.000,3,5,2.5,28,26.5,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1.57372196060331,43.6109497303244,0101000020E6100000899C1C14F72DF93F259FCB9933CE4540,9073,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31356,Montaigut-sur-Save,1569,21,13.4,Moins de 2000,7.9,5.6,CC de Save et Garonne,5.3,20.000 à 50.000,5.7,9,2.5,19,20.1,2,1,0,0,10,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1.23471036469099,43.6806109698833,0101000020E6100000A014C6A75FC1F33F4B79A0421ED74540,9074,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31357,Montastruc-de-Salies,272,2,7.4,Moins de 2000,7.9,5.6,CC du Canton de Salies-du-Salat,6.2,Moins de 20.000,8.5,2,2.5,15,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.901433081295145,43.0380034582627,0101000020E6100000BA3E76308AD8EC3FC52F1D4CDD844540,9075,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31358,Montastruc-la-Conseillère,3149,17,5.4,2.000 à 10.000,5.6,5.6,CC des Coteaux du Girou,4.8,Moins de 20.000,8.5,9,9.8,18,14.5,0,1,0,0,3,0,0,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0,0,0,1.58931199439181,43.7217332852892,0101000020E61000008FDAF069D26DF93F39609CC161DC4540,9076,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31360,Montauban-de-Luchon,465,7,15.1,Moins de 2000,7.9,5.6,CC du Pays de Luchon,9.9,Moins de 20.000,8.5,5,2.5,18,14.5,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.6223867174751,42.7900915177623,0101000020E6100000ADA6A08C97EAE33F6BD106B821654540,9077,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31361,Montaut,510,2,3.9,Moins de 2000,7.9,5.6,CC du Volvestre,4.6,20.000 à 50.000,5.7,1,2.5,17,20.1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31003445123674,43.3453675727809,0101000020E6100000261F4BAFE6F5F43FB0182F0135AC4540,9078,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31363,Montbernard,215,3,14,Moins de 2000,7.9,5.6,CC des Portes du Comminges,5.2,Moins de 20.000,8.5,2,2.5,8,14.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.767305888372793,43.3041216490594,0101000020E610000024DC1214C58DE83F9C5B4C75EDA64540,9079,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31364,Montberon,2768,12,4.3,2.000 à 10.000,5.6,5.6,CC des Coteaux Bellevue,4.1,Moins de 20.000,8.5,6,9.8,14,14.5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,5,0,0,0,1.4890774328454,43.7201178880333,0101000020E6100000A685B4DB42D3F73F0E2FADD22CDC4540,9080,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31365,Montbrun-Bocage,469,4,8.5,Moins de 2000,7.9,5.6,CC du Volvestre,4.6,20.000 à 50.000,5.7,3,2.5,17,20.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.24925706279394,43.1196478550376,0101000020E6100000ADF34FF9F4FCF33F2636F49E508F4540,9081,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31366,Montbrun-Lauragais,548,3,5.5,Moins de 2000,7.9,5.6,CA du Sicoval,4.8,50.000 à 100.000,4.7,3,2.5,21,22.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.52028132065986,43.4557385198625,0101000020E6100000B7428F811253F83F1F2BCBA355BA4540,9082,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31368,Montclar-Lauragais,197,1,5.1,Moins de 2000,7.9,5.6,CC Cap Lauragais CC du Canton de Villefranche de Lauragais,5.3,Moins de 20.000,8.5,1,2.5,15,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71333161474972,43.3631461220644,0101000020E6100000C1D84869CE69FB3FC9F776927BAE4540,9083,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31370,Montégut-Bourjac,119,1,8.4,Moins de 2000,7.9,5.6,CC de la Louge et du Touch,8.1,Moins de 20.000,8.5,1,2.5,8,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.984856288523648,43.2814958495717,0101000020E61000001E02CF55F183EF3F62EF550E08A44540,9084,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31372,Montespan,438,1,2.3,Moins de 2000,7.9,5.6,CC du Canton de Salies-du-Salat,6.2,Moins de 20.000,8.5,1,2.5,15,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.860014988304631,43.0861641275655,0101000020E6100000A3D21A273E85EB3FB9FD166D078B4540,9085,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31374,Montesquieu-Lauragais,917,4,4.4,Moins de 2000,7.9,5.6,CC Cap Lauragais CC du Canton de Villefranche de Lauragais,5.3,Moins de 20.000,8.5,4,2.5,15,14.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.62755116076907,43.4072480617353,0101000020E6100000B21E0116730AFA3F9A4159B420B44540,9086,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31375,Montesquieu-Volvestre,2997,17,5.7,2.000 à 10.000,5.6,5.6,CC du Volvestre,4.6,20.000 à 50.000,5.7,11,9.8,17,20.1,2,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3,2,0,0,1.21794105508791,43.1925295985139,0101000020E6100000D4EE80C2AF7CF33F8A9054CFA4984540,9087,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31377,Montgaillard-Lauragais,633,1,1.6,Moins de 2000,7.9,5.6,CC Cap Lauragais CC du Canton de Villefranche de Lauragais,5.3,Moins de 20.000,8.5,1,2.5,15,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70280167657293,43.4286038223612,0101000020E6100000774687F8AC3EFB3FB0FD737DDCB64540,9088,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31379,Montgazin,165,1,6.1,Moins de 2000,7.9,5.6,CC du Volvestre,4.6,20.000 à 50.000,5.7,1,2.5,17,20.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30341472241356,43.3053861380545,0101000020E61000002F425E65C9DAF43F44CC99E416A74540,9089,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31380,Montgeard,441,7,15.9,Moins de 2000,7.9,5.6,CC Coteaux du Lauragais Sud (CO.LAUR.SUD),6.2,Moins de 20.000,8.5,4,2.5,11,14.5,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.64139308600787,43.3435151059739,0101000020E6100000908C84652543FA3F81EB904DF8AB4540,9090,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31381,Montgiscard,2068,11,5.3,2.000 à 10.000,5.6,5.6,CA du Sicoval,4.8,50.000 à 100.000,4.7,8,9.8,21,22.7,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,1.57028465956927,43.4549871537727,0101000020E61000000B2BA4CEE21FF93FE5C6E0043DBA4540,9091,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31383,Montjoire,1201,6,5,Moins de 2000,7.9,5.6,CC des Coteaux du Girou,4.8,Moins de 20.000,8.5,3,2.5,18,14.5,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52696063512743,43.7782672015255,0101000020E61000005E6D62466E6EF83FFD0C79429EE34540,9092,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31384,Montlaur,1213,9,7.4,Moins de 2000,7.9,5.6,CA du Sicoval,4.8,50.000 à 100.000,4.7,6,2.5,21,22.7,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1.58028612482062,43.4846965057227,0101000020E61000008DD5861ADA48F93F4148FC880ABE4540,9093,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31385,Montmaurin,226,3,13.3,Moins de 2000,7.9,5.6,CC du Boulonnais,7.3,Moins de 20.000,8.5,3,2.5,9,14.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.635927624887102,43.2270320635545,0101000020E6100000FA6AF0E38459E43F140EFC620F9D4540,9094,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31387,Montoussin,122,2,16.4,Moins de 2000,7.9,5.6,CC de la Louge et du Touch,8.1,Moins de 20.000,8.5,2,2.5,8,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.01118009963551,43.2799218278445,0101000020E610000000CF242FCB2DF03FAB037C7AD4A34540,9095,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31388,Montpitol,399,3,7.5,Moins de 2000,7.9,5.6,CC des Coteaux du Girou,4.8,Moins de 20.000,8.5,3,2.5,18,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.6427512127042,43.7043591476091,0101000020E61000004A76E07EB548FA3F4CCFC77028DA4540,9096,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31389,Montrabé,3585,27,7.5,2.000 à 10.000,5.6,5.6,CU Toulouse Métropole,3.4,Plus de 250.000,3,11,9.8,28,26.5,0,1,0,0,8,0,0,0,0,1,0,3,1,0,0,0,0,0,1,2,2,0,0,0,1,0,4,3,0,0,1.5289300128365,43.64227292472,0101000020E61000000D1730517F76F83FAB63CBFF35D24540,9097,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31390,Montréjeau,2781,21,7.6,2.000 à 10.000,5.6,5.6,CC Nebouzan-Rivière-Verdun,5.4,Moins de 20.000,8.5,9,9.8,13,14.5,0,4,0,0,5,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,4,1,0,0,0.557740255605646,43.0880951138545,0101000020E610000051A5AF1702D9E13FA37860B3468B4540,9098,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31391,Montsaunès,415,5,12,Moins de 2000,7.9,5.6,CC du Canton de Salies-du-Salat,6.2,Moins de 20.000,8.5,4,2.5,15,14.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0.932677110282865,43.109507102713,0101000020E6100000EC90CCAA7DD8ED3F816A2854048E4540,9099,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31394,Moustajon,169,2,11.8,Moins de 2000,7.9,5.6,CC du Pays de Luchon,9.9,Moins de 20.000,8.5,1,2.5,18,14.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591044579303469,42.8143561591646,0101000020E61000006DC45252D6E9E23F3E7497D23C684540,9100,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31395,Muret,23864,122,5.1,10.000 à 50.000,3.6,5.6,CA du Muretain,4.2,50.000 à 100.000,4.7,23,15.2,24,22.7,4,8,0,2,12,1,0,10,9,7,0,0,2,1,0,0,17,2,10,6,2,1,2,1,2,1,14,6,2,0,1.30879370728714,43.4488977043631,0101000020E61000004E24A0ABD1F0F43F97BEDF7A75B94540,9101,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31396,Nailloux,3076,15,4.9,2.000 à 10.000,5.6,5.6,CC Coteaux du Lauragais Sud (CO.LAUR.SUD),6.2,Moins de 20.000,8.5,8,9.8,11,14.5,0,1,0,0,2,0,0,0,3,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,3,0,0,0,1.6129693463832,43.3650691515744,0101000020E610000054A902F2B8CEF93F30650196BAAE4540,9102,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31398,Nizan-Gesse,92,1,10.9,Moins de 2000,7.9,5.6,CC du Boulonnais,7.3,Moins de 20.000,8.5,1,2.5,9,14.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597092300758327,43.2306366802657,0101000020E6100000C3690E50611BE33FE57FB380859D4540,9103,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31399,Noé,2627,8,3,2.000 à 10.000,5.6,5.6,CC de Garonne - Louge,3.5,Moins de 20.000,8.5,5,9.8,9,14.5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,1.27047889105324,43.3603459228969,0101000020E6100000ED4F75ACE153F43F680BB1D01FAE4540,9104,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31400,Nogaret,70,1,14.3,Moins de 2000,7.9,5.6,CC Lauragais Revel Sorezois,6.2,20.000 à 50.000,5.7,1,2.5,21,20.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93358643043762,43.4927692503102,0101000020E6100000D9802B53F8EFFE3F4347131013BF4540,9105,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31401,Noueilles,335,3,9,Moins de 2000,7.9,5.6,CA du Sicoval,4.8,50.000 à 100.000,4.7,3,2.5,21,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.52581001587823,43.4152295529903,0101000020E610000027B361C3B769F83F8836F33D26B54540,9106,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31402,Odars,738,4,5.4,Moins de 2000,7.9,5.6,CA du Sicoval,4.8,50.000 à 100.000,4.7,4,2.5,21,22.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.59335043636103,43.5219583798515,0101000020E6100000A8CEF3065D7EF93FECAA3D88CFC24540,9107,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31403,Ondes,740,18,24.3,Moins de 2000,7.9,5.6,CC de Save et Garonne,5.3,20.000 à 50.000,5.7,11,2.5,19,20.1,0,1,0,0,2,0,0,1,0,2,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,5,1,0,0,1.30455094741942,43.7862616469067,0101000020E6100000971D72D070DFF43F1DC8BD38A4E44540,9108,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31404,Oô,111,6,54.1,Moins de 2000,7.9,5.6,CC du Pays de Luchon,9.9,Moins de 20.000,8.5,5,2.5,18,14.5,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.495635889186568,42.7414333859236,0101000020E6100000A0EEB1977FB8DF3F2A5A084AE75E4540,9109,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31406,Palaminy,801,4,5,Moins de 2000,7.9,5.6,CC du Canton de Cazères,5.9,Moins de 20.000,8.5,4,2.5,16,14.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.06043290110348,43.1946298196796,0101000020E610000037785D7D88F7F03FD52C43A1E9984540,9110,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31407,Paulhac,1128,5,4.4,Moins de 2000,7.9,5.6,CC des Coteaux du Girou,4.8,Moins de 20.000,8.5,5,2.5,18,14.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.55512832883755,43.7538007653019,0101000020E6100000EC0B173ECEE1F83FF155218B7CE04540,9111,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31408,Payssous,92,2,21.7,Moins de 2000,7.9,5.6,CC du Haut Comminges,7.4,Moins de 20.000,8.5,2,2.5,13,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.716882265293334,43.0344162751452,0101000020E6100000708D9013B3F0E63F7119A4C067844540,9112,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31409,Péchabou,2011,3,1.5,2.000 à 10.000,5.6,5.6,CA du Sicoval,4.8,50.000 à 100.000,4.7,3,9.8,21,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1.51009743963186,43.5011401784837,0101000020E6100000F1DFCFEE5B29F83F49A6825C25C04540,9113,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31410,Pechbonnieu,3940,14,3.6,2.000 à 10.000,5.6,5.6,CC des Coteaux Bellevue,4.1,Moins de 20.000,8.5,10,9.8,14,14.5,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,0,0,1,3,0,0,0,1.45853859417774,43.7113410684067,0101000020E6100000C5279F902C56F73FE38D60390DDB4540,9114,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31411,Pechbusque,837,6,7.2,Moins de 2000,7.9,5.6,CA du Sicoval,4.8,50.000 à 100.000,4.7,4,2.5,21,22.7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1.45672267782671,43.525001014341,0101000020E61000005AB74970BC4EF73F107BB53B33C34540,9115,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31412,Péguilhan,251,5,19.9,Moins de 2000,7.9,5.6,CC du Boulonnais,7.3,Moins de 20.000,8.5,4,2.5,9,14.5,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.703455956479861,43.3184438515846,0101000020E6100000A43CE810B682E63F8515A4C4C2A84540,9116,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31417,Pibrac,8091,35,4.3,2.000 à 10.000,5.6,5.6,CU Toulouse Métropole,3.4,Plus de 250.000,3,11,9.8,28,26.5,0,1,0,0,7,0,0,2,7,0,0,0,0,0,0,0,2,1,3,3,1,0,0,0,2,0,6,0,0,0,1.26126428292855,43.6277237455681,0101000020E6100000FEA7EC74232EF43F9D116F4059D04540,9117,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31418,Pin-Balma,887,14,15.8,Moins de 2000,7.9,5.6,CU Toulouse Métropole,3.4,Plus de 250.000,3,5,2.5,28,26.5,0,1,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1.53576161922213,43.6223466789007,0101000020E6100000462D90C67A92F83F8C53540EA9CF4540,9118,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31420,Pinsaguel,2611,10,3.8,2.000 à 10.000,5.6,5.6,CA du Muretain,4.2,50.000 à 100.000,4.7,7,9.8,24,22.7,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1.39406474829437,43.5029270368604,0101000020E610000085E466D6164EF63F78CBC3E95FC04540,9119,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31421,Pins-Justaret,4454,22,4.9,2.000 à 10.000,5.6,5.6,CA du Muretain,4.2,50.000 à 100.000,4.7,10,9.8,24,22.7,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,2,2,4,1,1,0,0,0,0,0,4,1,0,0,1.39100385059729,43.4822258281411,0101000020E610000090CEEE408D41F63F86937093B9BD4540,9120,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31424,Plaisance-du-Touch,16091,69,4.3,10.000 à 50.000,3.6,5.6,CC de la Save au Touch,4.2,20.000 à 50.000,5.7,17,15.2,18,20.1,1,2,0,0,9,0,0,5,8,3,0,4,1,0,0,0,5,2,4,10,1,0,0,0,2,2,8,2,0,0,1.28569475476907,43.5575350583783,0101000020E610000049F3C5A93492F43FDB0D0D4F5DC74540,9121,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31425,Plan,494,3,6.1,Moins de 2000,7.9,5.6,CC du Canton de Cazères,5.9,Moins de 20.000,8.5,2,2.5,16,14.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.12224040165683,43.1668605184311,0101000020E610000017DBF559B2F4F13FDDD37AAF5B954540,9122,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
31426,Pointis-de-Rivière,847,7,8.3,Moins de 2000,7.9,5.6,CC du Haut Comminges,7.4,Moins de 20.000,8.5,5,2.5,13,14.5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0.625660937198079,43.0909268321445,0101000020E610000090D0F4156A05E43FDB318D7DA38B4540,9123,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
