concession_id,event_id,nom_equipement,nom_stand,type_stand,recette_nourriture_boisson_eur,recette_merchandising_eur,panier_moyen_par_spectateur_eur
CNS-00986,EVT-STADE-2025-0198,Rhenus Sport,Buvette Tribune Nord,Restauration / Buvette,140904.85,0.0,2.37
CNS-00987,EVT-STADE-2025-0198,Rhenus Sport,Buvette Tribune Sud,Restauration / Buvette,132862.6,0.0,2.24
CNS-00988,EVT-STADE-2025-0198,Rhenus Sport,Boutique Officielle Club,Boutique Merchandising,0.0,371188.53,6.25
CNS-00989,EVT-STADE-2025-0198,Rhenus Sport,Bar VIP Loges Prestige,Bar VIP Loges,425672.81,126710.72,9.3
CNS-00990,EVT-STADE-2025-0198,Rhenus Sport,Stand Snacking Parvis,Restauration / Buvette,237559.74,0.0,4.0
CNS-00991,EVT-STADE-2025-0199,Parc des Princes,Buvette Tribune Nord,Restauration / Buvette,52989.15,0.0,2.86
CNS-00992,EVT-STADE-2025-0199,Parc des Princes,Buvette Tribune Sud,Restauration / Buvette,57850.11,0.0,3.12
CNS-00993,EVT-STADE-2025-0199,Parc des Princes,Boutique Officielle Club,Boutique Merchandising,0.0,111571.49,6.01
CNS-00994,EVT-STADE-2025-0199,Parc des Princes,Bar VIP Loges Prestige,Bar VIP Loges,157940.83,24119.55,9.81
CNS-00995,EVT-STADE-2025-0199,Parc des Princes,Stand Snacking Parvis,Restauration / Buvette,53190.67,0.0,2.87
CNS-00996,EVT-STADE-2025-0200,Complexe Bréquigny,Buvette Tribune Nord,Restauration / Buvette,32885.61,0.0,2.21
CNS-00997,EVT-STADE-2025-0200,Complexe Bréquigny,Buvette Tribune Sud,Restauration / Buvette,46720.62,0.0,3.14
CNS-00998,EVT-STADE-2025-0200,Complexe Bréquigny,Boutique Officielle Club,Boutique Merchandising,0.0,78919.07,5.3
CNS-00999,EVT-STADE-2025-0200,Complexe Bréquigny,Bar VIP Loges Prestige,Bar VIP Loges,126295.43,38087.63,11.04
CNS-01000,EVT-STADE-2025-0200,Complexe Bréquigny,Stand Snacking Parvis,Restauration / Buvette,42999.87,0.0,2.89
CNS-01001,EVT-STADE-2025-0201,Palais des Sports André-Brouat,Buvette Tribune Nord,Restauration / Buvette,66162.03,0.0,3.19
CNS-01002,EVT-STADE-2025-0201,Palais des Sports André-Brouat,Buvette Tribune Sud,Restauration / Buvette,70187.13,0.0,3.38
CNS-01003,EVT-STADE-2025-0201,Palais des Sports André-Brouat,Boutique Officielle Club,Boutique Merchandising,0.0,194197.44,9.36
CNS-01004,EVT-STADE-2025-0201,Palais des Sports André-Brouat,Bar VIP Loges Prestige,Bar VIP Loges,143692.36,42511.62,8.97
CNS-01005,EVT-STADE-2025-0201,Palais des Sports André-Brouat,Stand Snacking Parvis,Restauration / Buvette,73477.33,0.0,3.54
CNS-01006,EVT-STADE-2025-0202,Arkéa Arena,Buvette Tribune Nord,Restauration / Buvette,51523.04,0.0,3.2
CNS-01007,EVT-STADE-2025-0202,Arkéa Arena,Buvette Tribune Sud,Restauration / Buvette,39058.26,0.0,2.42
CNS-01008,EVT-STADE-2025-0202,Arkéa Arena,Boutique Officielle Club,Boutique Merchandising,0.0,190230.72,11.8
CNS-01009,EVT-STADE-2025-0202,Arkéa Arena,Bar VIP Loges Prestige,Bar VIP Loges,171296.17,40072.18,13.11
CNS-01010,EVT-STADE-2025-0202,Arkéa Arena,Stand Snacking Parvis,Restauration / Buvette,65660.75,0.0,4.07
CNS-01011,EVT-STADE-2025-0203,Stade de France,Buvette Tribune Nord,Restauration / Buvette,227639.39,0.0,4.45
CNS-01012,EVT-STADE-2025-0203,Stade de France,Buvette Tribune Sud,Restauration / Buvette,148938.74,0.0,2.91
CNS-01013,EVT-STADE-2025-0203,Stade de France,Boutique Officielle Club,Boutique Merchandising,0.0,318956.96,6.24
CNS-01014,EVT-STADE-2025-0203,Stade de France,Bar VIP Loges Prestige,Bar VIP Loges,306195.76,143414.91,8.8
CNS-01015,EVT-STADE-2025-0203,Stade de France,Stand Snacking Parvis,Restauration / Buvette,175205.96,0.0,3.43
CNS-01016,EVT-STADE-2025-0204,Stade Ernest-Wallon,Buvette Tribune Nord,Restauration / Buvette,131811.64,0.0,3.42
CNS-01017,EVT-STADE-2025-0204,Stade Ernest-Wallon,Buvette Tribune Sud,Restauration / Buvette,136045.98,0.0,3.53
CNS-01018,EVT-STADE-2025-0204,Stade Ernest-Wallon,Boutique Officielle Club,Boutique Merchandising,0.0,440395.43,11.42
CNS-01019,EVT-STADE-2025-0204,Stade Ernest-Wallon,Bar VIP Loges Prestige,Bar VIP Loges,306421.1,109546.65,10.78
CNS-01020,EVT-STADE-2025-0204,Stade Ernest-Wallon,Stand Snacking Parvis,Restauration / Buvette,121685.86,0.0,3.15
CNS-01021,EVT-STADE-2025-0205,Stade Chaban-Delmas,Buvette Tribune Nord,Restauration / Buvette,191387.47,0.0,3.38
CNS-01022,EVT-STADE-2025-0205,Stade Chaban-Delmas,Buvette Tribune Sud,Restauration / Buvette,224587.05,0.0,3.97
CNS-01023,EVT-STADE-2025-0205,Stade Chaban-Delmas,Boutique Officielle Club,Boutique Merchandising,0.0,607016.83,10.72
CNS-01024,EVT-STADE-2025-0205,Stade Chaban-Delmas,Bar VIP Loges Prestige,Bar VIP Loges,525299.53,242367.97,13.55
CNS-01025,EVT-STADE-2025-0205,Stade Chaban-Delmas,Stand Snacking Parvis,Restauration / Buvette,126596.94,0.0,2.24
CNS-01026,EVT-STADE-2025-0206,Rhenus Sport,Buvette Tribune Nord,Restauration / Buvette,147137.18,0.0,2.87
CNS-01027,EVT-STADE-2025-0206,Rhenus Sport,Buvette Tribune Sud,Restauration / Buvette,147535.05,0.0,2.88
CNS-01028,EVT-STADE-2025-0206,Rhenus Sport,Boutique Officielle Club,Boutique Merchandising,0.0,562347.31,10.97
CNS-01029,EVT-STADE-2025-0206,Rhenus Sport,Bar VIP Loges Prestige,Bar VIP Loges,340249.86,155277.51,9.67
CNS-01030,EVT-STADE-2025-0206,Rhenus Sport,Stand Snacking Parvis,Restauration / Buvette,195856.62,0.0,3.82
CNS-01031,EVT-STADE-2025-0207,Stade Ernest-Wallon,Buvette Tribune Nord,Restauration / Buvette,144246.84,0.0,2.76
CNS-01032,EVT-STADE-2025-0207,Stade Ernest-Wallon,Buvette Tribune Sud,Restauration / Buvette,176824.86,0.0,3.38
CNS-01033,EVT-STADE-2025-0207,Stade Ernest-Wallon,Boutique Officielle Club,Boutique Merchandising,0.0,412804.74,7.9
CNS-01034,EVT-STADE-2025-0207,Stade Ernest-Wallon,Bar VIP Loges Prestige,Bar VIP Loges,314633.18,83047.38,7.61
CNS-01035,EVT-STADE-2025-0207,Stade Ernest-Wallon,Stand Snacking Parvis,Restauration / Buvette,113276.99,0.0,2.17
CNS-01036,EVT-STADE-2025-0208,Stadium de Toulouse,Buvette Tribune Nord,Restauration / Buvette,41473.1,0.0,2.94
CNS-01037,EVT-STADE-2025-0208,Stadium de Toulouse,Buvette Tribune Sud,Restauration / Buvette,56998.58,0.0,4.04
CNS-01038,EVT-STADE-2025-0208,Stadium de Toulouse,Boutique Officielle Club,Boutique Merchandising,0.0,69634.64,4.94
CNS-01039,EVT-STADE-2025-0208,Stadium de Toulouse,Bar VIP Loges Prestige,Bar VIP Loges,62944.68,30493.58,6.63
CNS-01040,EVT-STADE-2025-0208,Stadium de Toulouse,Stand Snacking Parvis,Restauration / Buvette,41814.38,0.0,2.97
CNS-01041,EVT-STADE-2025-0209,Groupama Stadium,Buvette Tribune Nord,Restauration / Buvette,82881.99,0.0,3.61
CNS-01042,EVT-STADE-2025-0209,Groupama Stadium,Buvette Tribune Sud,Restauration / Buvette,50873.78,0.0,2.22
CNS-01043,EVT-STADE-2025-0209,Groupama Stadium,Boutique Officielle Club,Boutique Merchandising,0.0,192593.95,8.39
CNS-01044,EVT-STADE-2025-0209,Groupama Stadium,Bar VIP Loges Prestige,Bar VIP Loges,152153.82,48473.03,8.74
CNS-01045,EVT-STADE-2025-0209,Groupama Stadium,Stand Snacking Parvis,Restauration / Buvette,53471.1,0.0,2.33
CNS-01046,EVT-STADE-2025-0210,Rhenus Sport,Buvette Tribune Nord,Restauration / Buvette,178008.37,0.0,3.55
CNS-01047,EVT-STADE-2025-0210,Rhenus Sport,Buvette Tribune Sud,Restauration / Buvette,203465.54,0.0,4.06
CNS-01048,EVT-STADE-2025-0210,Rhenus Sport,Boutique Officielle Club,Boutique Merchandising,0.0,402369.99,8.03
CNS-01049,EVT-STADE-2025-0210,Rhenus Sport,Bar VIP Loges Prestige,Bar VIP Loges,362647.39,93660.84,9.11
CNS-01050,EVT-STADE-2025-0210,Rhenus Sport,Stand Snacking Parvis,Restauration / Buvette,180157.68,0.0,3.6
CNS-01051,EVT-STADE-2025-0211,Groupama Stadium,Buvette Tribune Nord,Restauration / Buvette,69380.68,0.0,2.68
CNS-01052,EVT-STADE-2025-0211,Groupama Stadium,Buvette Tribune Sud,Restauration / Buvette,110662.73,0.0,4.27
CNS-01053,EVT-STADE-2025-0211,Groupama Stadium,Boutique Officielle Club,Boutique Merchandising,0.0,201059.91,7.75
CNS-01054,EVT-STADE-2025-0211,Groupama Stadium,Bar VIP Loges Prestige,Bar VIP Loges,278546.45,63133.11,13.17
CNS-01055,EVT-STADE-2025-0211,Groupama Stadium,Stand Snacking Parvis,Restauration / Buvette,56421.33,0.0,2.18
CNS-01056,EVT-STADE-2025-0212,Matmut Atlantique,Buvette Tribune Nord,Restauration / Buvette,148997.2,0.0,4.49
CNS-01057,EVT-STADE-2025-0212,Matmut Atlantique,Buvette Tribune Sud,Restauration / Buvette,142319.73,0.0,4.29
CNS-01058,EVT-STADE-2025-0212,Matmut Atlantique,Boutique Officielle Club,Boutique Merchandising,0.0,347609.46,10.48
CNS-01059,EVT-STADE-2025-0212,Matmut Atlantique,Bar VIP Loges Prestige,Bar VIP Loges,206194.69,46338.78,7.61
CNS-01060,EVT-STADE-2025-0212,Matmut Atlantique,Stand Snacking Parvis,Restauration / Buvette,86038.53,0.0,2.59
CNS-01061,EVT-STADE-2025-0213,Stade de la Beaujoire,Buvette Tribune Nord,Restauration / Buvette,40787.3,0.0,2.55
CNS-01062,EVT-STADE-2025-0213,Stade de la Beaujoire,Buvette Tribune Sud,Restauration / Buvette,55768.62,0.0,3.49
CNS-01063,EVT-STADE-2025-0213,Stade de la Beaujoire,Boutique Officielle Club,Boutique Merchandising,0.0,111940.95,7.0
CNS-01064,EVT-STADE-2025-0213,Stade de la Beaujoire,Bar VIP Loges Prestige,Bar VIP Loges,111170.14,37726.8,9.31
CNS-01065,EVT-STADE-2025-0213,Stade de la Beaujoire,Stand Snacking Parvis,Restauration / Buvette,39545.8,0.0,2.47
CNS-01066,EVT-STADE-2025-0214,Palais des Sports André-Brouat,Buvette Tribune Nord,Restauration / Buvette,64021.77,0.0,2.96
CNS-01067,EVT-STADE-2025-0214,Palais des Sports André-Brouat,Buvette Tribune Sud,Restauration / Buvette,90795.42,0.0,4.2
CNS-01068,EVT-STADE-2025-0214,Palais des Sports André-Brouat,Boutique Officielle Club,Boutique Merchandising,0.0,166216.06,7.7
CNS-01069,EVT-STADE-2025-0214,Palais des Sports André-Brouat,Bar VIP Loges Prestige,Bar VIP Loges,113685.02,49689.47,7.56
CNS-01070,EVT-STADE-2025-0214,Palais des Sports André-Brouat,Stand Snacking Parvis,Restauration / Buvette,94796.88,0.0,4.39
CNS-01071,EVT-STADE-2025-0215,Orange Vélodrome,Buvette Tribune Nord,Restauration / Buvette,60708.84,0.0,2.75
CNS-01072,EVT-STADE-2025-0215,Orange Vélodrome,Buvette Tribune Sud,Restauration / Buvette,69610.53,0.0,3.15
CNS-01073,EVT-STADE-2025-0215,Orange Vélodrome,Boutique Officielle Club,Boutique Merchandising,0.0,173503.74,7.86
CNS-01074,EVT-STADE-2025-0215,Orange Vélodrome,Bar VIP Loges Prestige,Bar VIP Loges,151429.45,42041.51,8.76
CNS-01075,EVT-STADE-2025-0215,Orange Vélodrome,Stand Snacking Parvis,Restauration / Buvette,96247.94,0.0,4.36
CNS-01076,EVT-STADE-2025-0216,Stade de la Beaujoire,Buvette Tribune Nord,Restauration / Buvette,79575.1,0.0,3.63
CNS-01077,EVT-STADE-2025-0216,Stade de la Beaujoire,Buvette Tribune Sud,Restauration / Buvette,47663.77,0.0,2.18
CNS-01078,EVT-STADE-2025-0216,Stade de la Beaujoire,Boutique Officielle Club,Boutique Merchandising,0.0,88090.1,4.02
CNS-01079,EVT-STADE-2025-0216,Stade de la Beaujoire,Bar VIP Loges Prestige,Bar VIP Loges,97975.96,41352.5,6.36
CNS-01080,EVT-STADE-2025-0216,Stade de la Beaujoire,Stand Snacking Parvis,Restauration / Buvette,57994.16,0.0,2.65
CNS-01081,EVT-STADE-2025-0217,LDLC Arena,Buvette Tribune Nord,Restauration / Buvette,55282.58,0.0,4.11
CNS-01082,EVT-STADE-2025-0217,LDLC Arena,Buvette Tribune Sud,Restauration / Buvette,42718.46,0.0,3.18
CNS-01083,EVT-STADE-2025-0217,LDLC Arena,Boutique Officielle Club,Boutique Merchandising,0.0,67693.38,5.04
CNS-01084,EVT-STADE-2025-0217,LDLC Arena,Bar VIP Loges Prestige,Bar VIP Loges,109002.92,35138.74,10.73
CNS-01085,EVT-STADE-2025-0217,LDLC Arena,Stand Snacking Parvis,Restauration / Buvette,39611.61,0.0,2.95
CNS-01086,EVT-STADE-2025-0218,Stade Ernest-Wallon,Buvette Tribune Nord,Restauration / Buvette,110802.61,0.0,2.22
CNS-01087,EVT-STADE-2025-0218,Stade Ernest-Wallon,Buvette Tribune Sud,Restauration / Buvette,189908.41,0.0,3.81
CNS-01088,EVT-STADE-2025-0218,Stade Ernest-Wallon,Boutique Officielle Club,Boutique Merchandising,0.0,442724.48,8.88
CNS-01089,EVT-STADE-2025-0218,Stade Ernest-Wallon,Bar VIP Loges Prestige,Bar VIP Loges,438705.03,95348.14,10.71
CNS-01090,EVT-STADE-2025-0218,Stade Ernest-Wallon,Stand Snacking Parvis,Restauration / Buvette,194247.22,0.0,3.9
CNS-01091,EVT-STADE-2025-0219,Roazhon Park,Buvette Tribune Nord,Restauration / Buvette,147493.02,0.0,2.18
CNS-01092,EVT-STADE-2025-0219,Roazhon Park,Buvette Tribune Sud,Restauration / Buvette,243308.65,0.0,3.6
CNS-01093,EVT-STADE-2025-0219,Roazhon Park,Boutique Officielle Club,Boutique Merchandising,0.0,460341.93,6.81
CNS-01094,EVT-STADE-2025-0219,Roazhon Park,Bar VIP Loges Prestige,Bar VIP Loges,431914.79,166827.18,8.86
CNS-01095,EVT-STADE-2025-0219,Roazhon Park,Stand Snacking Parvis,Restauration / Buvette,153292.26,0.0,2.27
CNS-01096,EVT-STADE-2025-0220,Complexe Sportif Hautepierre,Buvette Tribune Nord,Restauration / Buvette,127484.17,0.0,3.33
CNS-01097,EVT-STADE-2025-0220,Complexe Sportif Hautepierre,Buvette Tribune Sud,Restauration / Buvette,91379.76,0.0,2.39
CNS-01098,EVT-STADE-2025-0220,Complexe Sportif Hautepierre,Boutique Officielle Club,Boutique Merchandising,0.0,286814.57,7.49
CNS-01099,EVT-STADE-2025-0220,Complexe Sportif Hautepierre,Bar VIP Loges Prestige,Bar VIP Loges,316508.37,77780.62,10.29
CNS-01100,EVT-STADE-2025-0220,Complexe Sportif Hautepierre,Stand Snacking Parvis,Restauration / Buvette,119686.87,0.0,3.12
CNS-01101,EVT-STADE-2025-0221,Arkéa Arena,Buvette Tribune Nord,Restauration / Buvette,63046.06,0.0,3.77
CNS-01102,EVT-STADE-2025-0221,Arkéa Arena,Buvette Tribune Sud,Restauration / Buvette,51003.88,0.0,3.05
CNS-01103,EVT-STADE-2025-0221,Arkéa Arena,Boutique Officielle Club,Boutique Merchandising,0.0,107606.84,6.43
CNS-01104,EVT-STADE-2025-0221,Arkéa Arena,Bar VIP Loges Prestige,Bar VIP Loges,106589.14,34742.83,8.45
CNS-01105,EVT-STADE-2025-0221,Arkéa Arena,Stand Snacking Parvis,Restauration / Buvette,68654.12,0.0,4.1
CNS-01106,EVT-STADE-2025-0222,Stade de France,Buvette Tribune Nord,Restauration / Buvette,249293.34,0.0,4.21
CNS-01107,EVT-STADE-2025-0222,Stade de France,Buvette Tribune Sud,Restauration / Buvette,225734.54,0.0,3.81
CNS-01108,EVT-STADE-2025-0222,Stade de France,Boutique Officielle Club,Boutique Merchandising,0.0,212447.01,3.58
CNS-01109,EVT-STADE-2025-0222,Stade de France,Bar VIP Loges Prestige,Bar VIP Loges,454875.03,118235.12,9.67
CNS-01110,EVT-STADE-2025-0222,Stade de France,Stand Snacking Parvis,Restauration / Buvette,195652.67,0.0,3.3
CNS-01111,EVT-STADE-2025-0223,Matmut Atlantique,Buvette Tribune Nord,Restauration / Buvette,109523.76,0.0,3.88
CNS-01112,EVT-STADE-2025-0223,Matmut Atlantique,Buvette Tribune Sud,Restauration / Buvette,92795.73,0.0,3.29
CNS-01113,EVT-STADE-2025-0223,Matmut Atlantique,Boutique Officielle Club,Boutique Merchandising,0.0,235916.36,8.35
CNS-01114,EVT-STADE-2025-0223,Matmut Atlantique,Bar VIP Loges Prestige,Bar VIP Loges,154070.6,85133.43,8.47
CNS-01115,EVT-STADE-2025-0223,Matmut Atlantique,Stand Snacking Parvis,Restauration / Buvette,116041.31,0.0,4.11
CNS-01116,EVT-STADE-2025-0224,Stade de la Beaujoire,Buvette Tribune Nord,Restauration / Buvette,55039.75,0.0,2.33
CNS-01117,EVT-STADE-2025-0224,Stade de la Beaujoire,Buvette Tribune Sud,Restauration / Buvette,68059.52,0.0,2.88
CNS-01118,EVT-STADE-2025-0224,Stade de la Beaujoire,Boutique Officielle Club,Boutique Merchandising,0.0,216210.22,9.15
CNS-01119,EVT-STADE-2025-0224,Stade de la Beaujoire,Bar VIP Loges Prestige,Bar VIP Loges,215374.89,63828.89,11.82
CNS-01120,EVT-STADE-2025-0224,Stade de la Beaujoire,Stand Snacking Parvis,Restauration / Buvette,87401.75,0.0,3.7
CNS-01121,EVT-STADE-2025-0225,Palais des Sports Saint-Sauveur,Buvette Tribune Nord,Restauration / Buvette,41642.53,0.0,4.13
CNS-01122,EVT-STADE-2025-0225,Palais des Sports Saint-Sauveur,Buvette Tribune Sud,Restauration / Buvette,39258.11,0.0,3.89
CNS-01123,EVT-STADE-2025-0225,Palais des Sports Saint-Sauveur,Boutique Officielle Club,Boutique Merchandising,0.0,81252.26,8.06
CNS-01124,EVT-STADE-2025-0225,Palais des Sports Saint-Sauveur,Bar VIP Loges Prestige,Bar VIP Loges,135142.46,38100.95,17.19
CNS-01125,EVT-STADE-2025-0225,Palais des Sports Saint-Sauveur,Stand Snacking Parvis,Restauration / Buvette,22739.55,0.0,2.26
CNS-01126,EVT-STADE-2025-0226,Arkéa Arena,Buvette Tribune Nord,Restauration / Buvette,70899.38,0.0,3.15
CNS-01127,EVT-STADE-2025-0226,Arkéa Arena,Buvette Tribune Sud,Restauration / Buvette,83047.44,0.0,3.7
CNS-01128,EVT-STADE-2025-0226,Arkéa Arena,Boutique Officielle Club,Boutique Merchandising,0.0,236782.69,10.54
CNS-01129,EVT-STADE-2025-0226,Arkéa Arena,Bar VIP Loges Prestige,Bar VIP Loges,252546.46,83893.84,14.97
CNS-01130,EVT-STADE-2025-0226,Arkéa Arena,Stand Snacking Parvis,Restauration / Buvette,48117.31,0.0,2.14
CNS-01131,EVT-STADE-2025-0227,Roazhon Park,Buvette Tribune Nord,Restauration / Buvette,205700.44,0.0,2.67
CNS-01132,EVT-STADE-2025-0227,Roazhon Park,Buvette Tribune Sud,Restauration / Buvette,224731.35,0.0,2.92
CNS-01133,EVT-STADE-2025-0227,Roazhon Park,Boutique Officielle Club,Boutique Merchandising,0.0,449176.69,5.83
CNS-01134,EVT-STADE-2025-0227,Roazhon Park,Bar VIP Loges Prestige,Bar VIP Loges,981898.62,125042.65,14.37
CNS-01135,EVT-STADE-2025-0227,Roazhon Park,Stand Snacking Parvis,Restauration / Buvette,234032.82,0.0,3.04
CNS-01136,EVT-STADE-2025-0228,Complexe Mangin-Beaulieu,Buvette Tribune Nord,Restauration / Buvette,136923.47,0.0,2.52
CNS-01137,EVT-STADE-2025-0228,Complexe Mangin-Beaulieu,Buvette Tribune Sud,Restauration / Buvette,205107.06,0.0,3.78
CNS-01138,EVT-STADE-2025-0228,Complexe Mangin-Beaulieu,Boutique Officielle Club,Boutique Merchandising,0.0,231103.77,4.26
CNS-01139,EVT-STADE-2025-0228,Complexe Mangin-Beaulieu,Bar VIP Loges Prestige,Bar VIP Loges,545114.71,189260.94,13.54
CNS-01140,EVT-STADE-2025-0228,Complexe Mangin-Beaulieu,Stand Snacking Parvis,Restauration / Buvette,165034.48,0.0,3.04
CNS-01141,EVT-STADE-2025-0229,Complexe Sportif de Marcq,Buvette Tribune Nord,Restauration / Buvette,154136.34,0.0,2.88
CNS-01142,EVT-STADE-2025-0229,Complexe Sportif de Marcq,Buvette Tribune Sud,Restauration / Buvette,161626.64,0.0,3.02
CNS-01143,EVT-STADE-2025-0229,Complexe Sportif de Marcq,Boutique Officielle Club,Boutique Merchandising,0.0,439464.83,8.22
CNS-01144,EVT-STADE-2025-0229,Complexe Sportif de Marcq,Bar VIP Loges Prestige,Bar VIP Loges,381709.09,153114.6,10.01
CNS-01145,EVT-STADE-2025-0229,Complexe Sportif de Marcq,Stand Snacking Parvis,Restauration / Buvette,139613.78,0.0,2.61
CNS-01146,EVT-STADE-2025-0230,Stade Chaban-Delmas,Buvette Tribune Nord,Restauration / Buvette,119696.0,0.0,2.13
CNS-01147,EVT-STADE-2025-0230,Stade Chaban-Delmas,Buvette Tribune Sud,Restauration / Buvette,220076.91,0.0,3.91
CNS-01148,EVT-STADE-2025-0230,Stade Chaban-Delmas,Boutique Officielle Club,Boutique Merchandising,0.0,666992.06,11.86
CNS-01149,EVT-STADE-2025-0230,Stade Chaban-Delmas,Bar VIP Loges Prestige,Bar VIP Loges,376203.36,100971.46,8.49
CNS-01150,EVT-STADE-2025-0230,Stade Chaban-Delmas,Stand Snacking Parvis,Restauration / Buvette,208518.32,0.0,3.71
CNS-01151,EVT-STADE-2025-0231,Parc des Princes,Buvette Tribune Nord,Restauration / Buvette,68092.28,0.0,3.91
CNS-01152,EVT-STADE-2025-0231,Parc des Princes,Buvette Tribune Sud,Restauration / Buvette,42118.16,0.0,2.42
CNS-01153,EVT-STADE-2025-0231,Parc des Princes,Boutique Officielle Club,Boutique Merchandising,0.0,207268.66,11.91
CNS-01154,EVT-STADE-2025-0231,Parc des Princes,Bar VIP Loges Prestige,Bar VIP Loges,151604.39,47440.19,11.44
CNS-01155,EVT-STADE-2025-0231,Parc des Princes,Stand Snacking Parvis,Restauration / Buvette,63017.75,0.0,3.62
CNS-01156,EVT-STADE-2025-0232,Complexe Sportif Hautepierre,Buvette Tribune Nord,Restauration / Buvette,106005.56,0.0,3.61
CNS-01157,EVT-STADE-2025-0232,Complexe Sportif Hautepierre,Buvette Tribune Sud,Restauration / Buvette,119776.7,0.0,4.08
CNS-01158,EVT-STADE-2025-0232,Complexe Sportif Hautepierre,Boutique Officielle Club,Boutique Merchandising,0.0,307537.25,10.48
CNS-01159,EVT-STADE-2025-0232,Complexe Sportif Hautepierre,Bar VIP Loges Prestige,Bar VIP Loges,211584.12,76879.5,9.83
CNS-01160,EVT-STADE-2025-0232,Complexe Sportif Hautepierre,Stand Snacking Parvis,Restauration / Buvette,102559.3,0.0,3.49
CNS-01161,EVT-STADE-2025-0233,Arkéa Arena,Buvette Tribune Nord,Restauration / Buvette,89809.37,0.0,4.06
CNS-01162,EVT-STADE-2025-0233,Arkéa Arena,Buvette Tribune Sud,Restauration / Buvette,82485.92,0.0,3.73
CNS-01163,EVT-STADE-2025-0233,Arkéa Arena,Boutique Officielle Club,Boutique Merchandising,0.0,146628.98,6.63
CNS-01164,EVT-STADE-2025-0233,Arkéa Arena,Bar VIP Loges Prestige,Bar VIP Loges,91207.21,47809.6,6.28
CNS-01165,EVT-STADE-2025-0233,Arkéa Arena,Stand Snacking Parvis,Restauration / Buvette,47283.99,0.0,2.14
CNS-01166,EVT-STADE-2025-0234,Rhenus Sport,Buvette Tribune Nord,Restauration / Buvette,182588.51,0.0,4.46
CNS-01167,EVT-STADE-2025-0234,Rhenus Sport,Buvette Tribune Sud,Restauration / Buvette,129243.71,0.0,3.15
CNS-01168,EVT-STADE-2025-0234,Rhenus Sport,Boutique Officielle Club,Boutique Merchandising,0.0,323871.91,7.9
CNS-01169,EVT-STADE-2025-0234,Rhenus Sport,Bar VIP Loges Prestige,Bar VIP Loges,549850.15,177355.64,17.75
CNS-01170,EVT-STADE-2025-0234,Rhenus Sport,Stand Snacking Parvis,Restauration / Buvette,154178.87,0.0,3.76
CNS-01171,EVT-STADE-2025-0235,LDLC Arena,Buvette Tribune Nord,Restauration / Buvette,23002.53,0.0,2.34
CNS-01172,EVT-STADE-2025-0235,LDLC Arena,Buvette Tribune Sud,Restauration / Buvette,24403.37,0.0,2.48
CNS-01173,EVT-STADE-2025-0235,LDLC Arena,Boutique Officielle Club,Boutique Merchandising,0.0,39063.16,3.97
CNS-01174,EVT-STADE-2025-0235,LDLC Arena,Bar VIP Loges Prestige,Bar VIP Loges,108032.99,33125.83,14.35
CNS-01175,EVT-STADE-2025-0235,LDLC Arena,Stand Snacking Parvis,Restauration / Buvette,43854.92,0.0,4.46
CNS-01176,EVT-STADE-2025-0236,Stade Ernest-Wallon,Buvette Tribune Nord,Restauration / Buvette,196947.77,0.0,3.44
CNS-01177,EVT-STADE-2025-0236,Stade Ernest-Wallon,Buvette Tribune Sud,Restauration / Buvette,246691.0,0.0,4.31
CNS-01178,EVT-STADE-2025-0236,Stade Ernest-Wallon,Boutique Officielle Club,Boutique Merchandising,0.0,531743.25,9.3
CNS-01179,EVT-STADE-2025-0236,Stade Ernest-Wallon,Bar VIP Loges Prestige,Bar VIP Loges,691942.05,103219.51,13.91
CNS-01180,EVT-STADE-2025-0236,Stade Ernest-Wallon,Stand Snacking Parvis,Restauration / Buvette,129122.02,0.0,2.26
CNS-01181,EVT-STADE-2025-0237,Stade Chaban-Delmas,Buvette Tribune Nord,Restauration / Buvette,136415.41,0.0,3.65
