ligne_axe_id,nom_axe_ferroviaire,gare_depart,gare_arrivee,service_type,region,duree_moyenne_trajet_minutes,circulations_prevues_nombre,nombre_trains_annules,retard_moyen_minutes,taux_regularite_ponctualite_pct,cause_retard_infrastructure_pct,cause_retard_materiel_roulant_pct,cause_retard_gestion_trafic_pct,perte_financiere_retards_eur
AXE-TGV-03870,PARIS MONTPARNASSE - ANGERS SAINT LAUD,PARIS MONTPARNASSE,ANGERS SAINT LAUD,TGV InOui,National TGV,225.7,423,2,3.4,97.8,30.6,27.0,42.4,181617.16
AXE-TGV-03871,PARIS MONTPARNASSE - LAVAL,PARIS MONTPARNASSE,LAVAL,TGV InOui,National TGV,239.0,248,2,2.3,98.0,30.0,41.9,28.1,77962.89
AXE-TGV-03872,NANTES - PARIS MONTPARNASSE,NANTES,PARIS MONTPARNASSE,TGV InOui,National TGV,208.3,535,6,5.8,96.0,22.0,25.2,52.8,394869.2
AXE-TGV-03873,ST MALO - PARIS MONTPARNASSE,ST MALO,PARIS MONTPARNASSE,TGV InOui,National TGV,153.5,111,0,2.6,98.7,19.3,33.9,46.8,34758.86
AXE-TGV-03874,PARIS MONTPARNASSE - ST PIERRE DES CORPS,PARIS MONTPARNASSE,ST PIERRE DES CORPS,TGV InOui,National TGV,64.1,419,1,2.5,98.5,22.9,33.7,43.4,129393.26
AXE-TGV-03875,PARIS EST - STRASBOURG,PARIS EST,STRASBOURG,TGV InOui,National TGV,191.2,372,12,2.2,95.7,30.2,26.8,43.0,148128.3
AXE-TGV-03876,STRASBOURG - PARIS EST,STRASBOURG,PARIS EST,TGV InOui,National TGV,182.6,374,13,4.4,94.3,22.0,33.3,44.7,248297.54
AXE-TGV-03877,PARIS NORD - ARRAS,PARIS NORD,ARRAS,TGV InOui,National TGV,62.2,282,10,1.7,95.6,24.5,41.4,34.1,101967.26
AXE-TGV-03878,MARSEILLE ST CHARLES - LILLE,MARSEILLE ST CHARLES,LILLE,TGV InOui,National TGV,201.0,192,4,3.6,96.1,33.8,33.5,32.7,100182.86
AXE-TGV-03879,TOURCOING - BORDEAUX ST JEAN,TOURCOING,BORDEAUX ST JEAN,TGV InOui,National TGV,159.3,30,2,2.1,92.3,23.5,26.1,50.4,16072.8
AXE-TGV-03880,MARSEILLE ST CHARLES - MARNE LA VALLEE,MARSEILLE ST CHARLES,MARNE LA VALLEE,TGV InOui,National TGV,86.4,252,5,3.6,96.2,21.8,23.0,55.2,130476.83
AXE-TGV-03881,PARIS LYON - ANNECY,PARIS LYON,ANNECY,TGV InOui,National TGV,196.6,103,2,1.7,97.2,19.0,26.9,54.1,29492.26
AXE-TGV-03882,ANNECY - PARIS LYON,ANNECY,PARIS LYON,TGV InOui,National TGV,107.0,116,3,4.1,95.4,27.6,34.1,38.3,69397.33
AXE-TGV-03883,BESANCON FRANCHE COMTE TGV - PARIS LYON,BESANCON FRANCHE COMTE TGV,PARIS LYON,TGV InOui,National TGV,175.7,132,2,2.7,97.1,21.0,22.4,56.6,50913.7
AXE-TGV-03884,PARIS LYON - CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX,TGV InOui,National TGV,128.0,126,2,1.9,97.5,30.1,40.2,29.7,36941.33
AXE-TGV-03885,PARIS LYON - DIJON VILLE,PARIS LYON,DIJON VILLE,TGV InOui,National TGV,219.6,287,11,2.7,94.8,28.8,33.5,37.7,138067.3
AXE-TGV-03886,PARIS LYON - LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,TGV InOui,National TGV,98.5,208,2,1.7,98.2,25.2,29.2,45.6,52071.91
AXE-TGV-03887,PARIS LYON - NIMES,PARIS LYON,NIMES,TGV InOui,National TGV,130.3,221,5,2.4,96.6,33.0,34.1,32.9,83436.27
AXE-TGV-03888,NIMES - PARIS LYON,NIMES,PARIS LYON,TGV InOui,National TGV,227.4,231,5,8.6,93.5,23.9,28.1,48.0,255390.65
AXE-TGV-03889,PARIS LYON - TOULON,PARIS LYON,TOULON,TGV InOui,National TGV,208.2,335,10,3.8,95.1,23.3,36.0,40.7,193765.22
AXE-TGV-03890,TOULON - PARIS LYON,TOULON,PARIS LYON,TGV InOui,National TGV,227.9,328,7,5.1,95.3,27.1,31.8,41.1,229274.04
AXE-TGV-03891,PARIS LYON - VALENCE ALIXAN TGV,PARIS LYON,VALENCE ALIXAN TGV,TGV InOui,National TGV,79.8,338,7,3.1,96.4,22.7,32.6,44.7,154281.78
AXE-TGV-03892,LYON PART DIEU - MARSEILLE ST CHARLES,LYON PART DIEU,MARSEILLE ST CHARLES,TGV InOui,National TGV,183.4,394,9,5.1,95.2,28.8,23.2,48.0,276295.57
AXE-TGV-03893,PARIS LYON - GENEVE,PARIS LYON,GENEVE,TGV InOui,National TGV,74.9,187,7,3.3,94.6,29.6,30.8,39.6,102654.22
AXE-TGV-03894,LAUSANNE - PARIS LYON,LAUSANNE,PARIS LYON,TGV InOui,National TGV,79.9,137,6,2.0,94.6,32.9,40.9,26.2,57992.0
AXE-TGV-03895,PARIS LYON - ZURICH,PARIS LYON,ZURICH,TGV InOui,National TGV,71.0,128,6,3.5,93.5,26.4,37.2,36.4,78952.32
AXE-TGV-03896,MARSEILLE ST CHARLES - MADRID,MARSEILLE ST CHARLES,MADRID,TGV InOui,National TGV,95.7,6,1,0.8,82.9,31.7,35.2,33.1,4993.33
AXE-TGV-03897,ANGERS SAINT LAUD - PARIS MONTPARNASSE,ANGERS SAINT LAUD,PARIS MONTPARNASSE,TGV InOui,National TGV,109.3,452,5,3.6,97.1,31.0,37.1,31.9,214389.69
AXE-TGV-03898,PARIS MONTPARNASSE - BORDEAUX ST JEAN,PARIS MONTPARNASSE,BORDEAUX ST JEAN,TGV InOui,National TGV,113.5,707,15,3.0,96.4,20.4,31.5,48.1,314154.51
AXE-TGV-03899,BREST - PARIS MONTPARNASSE,BREST,PARIS MONTPARNASSE,TGV InOui,National TGV,108.0,242,5,1.3,97.3,33.9,41.8,24.3,58193.64
AXE-TGV-03900,PARIS MONTPARNASSE - LA ROCHELLE VILLE,PARIS MONTPARNASSE,LA ROCHELLE VILLE,TGV InOui,National TGV,226.1,239,0,2.6,98.7,20.6,31.2,48.2,74551.85
AXE-TGV-03901,QUIMPER - PARIS MONTPARNASSE,QUIMPER,PARIS MONTPARNASSE,TGV InOui,National TGV,133.3,252,0,2.0,99.0,34.0,41.9,24.1,59734.5
AXE-TGV-03902,PARIS MONTPARNASSE - TOULOUSE MATABIAU,PARIS MONTPARNASSE,TOULOUSE MATABIAU,TGV InOui,National TGV,64.3,185,0,1.5,99.3,32.6,38.9,28.5,32632.55
AXE-TGV-03903,PARIS MONTPARNASSE - TOURS,PARIS MONTPARNASSE,TOURS,TGV InOui,National TGV,178.0,147,3,2.0,97.0,21.4,32.2,46.4,47574.0
AXE-TGV-03904,RENNES - LYON PART DIEU,RENNES,LYON PART DIEU,TGV InOui,National TGV,215.0,90,0,6.2,96.9,19.8,39.4,40.8,67329.15
AXE-TGV-03905,LYON PART DIEU - RENNES,LYON PART DIEU,RENNES,TGV InOui,National TGV,114.8,96,0,6.7,96.7,29.1,32.4,38.5,76958.12
AXE-TGV-03906,PARIS EST - METZ,PARIS EST,METZ,TGV InOui,National TGV,197.6,255,2,1.3,98.6,25.5,41.9,32.6,49044.1
AXE-TGV-03907,ARRAS - PARIS NORD,ARRAS,PARIS NORD,TGV InOui,National TGV,184.8,246,3,4.3,96.6,19.9,35.6,44.5,139579.32
AXE-TGV-03908,DUNKERQUE - PARIS NORD,DUNKERQUE,PARIS NORD,TGV InOui,National TGV,101.1,121,0,2.7,98.7,27.1,32.6,40.3,38720.0
AXE-TGV-03909,MARSEILLE ST CHARLES - MARNE LA VALLEE,MARSEILLE ST CHARLES,MARNE LA VALLEE,TGV InOui,National TGV,222.5,258,4,4.8,96.0,21.1,31.0,47.9,164354.8
AXE-TGV-03910,ANNECY - PARIS LYON,ANNECY,PARIS LYON,TGV InOui,National TGV,114.8,117,4,2.4,95.4,28.3,41.0,30.7,50619.33
AXE-TGV-03911,PARIS LYON - DIJON VILLE,PARIS LYON,DIJON VILLE,TGV InOui,National TGV,173.0,285,5,2.9,96.8,26.0,28.1,45.9,119829.06
AXE-TGV-03912,DIJON VILLE - PARIS LYON,DIJON VILLE,PARIS LYON,TGV InOui,National TGV,83.3,250,4,6.2,95.3,33.8,29.5,36.7,199975.73
AXE-TGV-03913,LE CREUSOT MONTCEAU MONTCHANIN - PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,TGV InOui,National TGV,107.7,212,2,5.1,96.5,19.9,31.0,49.1,136926.52
AXE-TGV-03914,LYON PART DIEU - PARIS LYON,LYON PART DIEU,PARIS LYON,TGV InOui,National TGV,205.4,578,5,4.6,96.8,29.5,33.7,36.8,341007.86
AXE-TGV-03915,PARIS LYON - MONTPELLIER,PARIS LYON,MONTPELLIER,TGV InOui,National TGV,203.2,216,0,3.4,98.3,23.9,28.7,47.4,88139.37
AXE-TGV-03916,MULHOUSE VILLE - PARIS LYON,MULHOUSE VILLE,PARIS LYON,TGV InOui,National TGV,168.4,231,4,4.1,96.2,31.9,27.0,41.1,129273.47
AXE-TGV-03917,NICE VILLE - PARIS LYON,NICE VILLE,PARIS LYON,TGV InOui,National TGV,185.8,278,0,3.8,98.1,29.1,41.5,29.4,127874.12
AXE-TGV-03918,NIMES - PARIS LYON,NIMES,PARIS LYON,TGV InOui,National TGV,108.0,235,2,8.7,94.8,29.7,23.7,46.6,252898.46
AXE-TGV-03919,STUTTGART - PARIS EST,STUTTGART,PARIS EST,TGV InOui,National TGV,112.5,61,0,9.2,95.4,32.1,33.4,34.5,67597.38
AXE-TGV-03920,PARIS LYON - ITALIE,PARIS LYON,ITALIE,TGV InOui,National TGV,126.5,58,0,4.7,97.7,20.7,29.4,49.9,32639.89
AXE-TGV-03921,MARSEILLE ST CHARLES - MADRID,MARSEILLE ST CHARLES,MADRID,TGV InOui,National TGV,157.7,100,0,0.0,99.5,29.9,30.7,39.4,0.0
AXE-TGV-03922,PARIS MONTPARNASSE - ANGERS SAINT LAUD,PARIS MONTPARNASSE,ANGERS SAINT LAUD,TGV InOui,National TGV,112.7,429,3,2.2,98.2,31.9,38.4,29.7,128189.73
AXE-TGV-03923,BORDEAUX ST JEAN - PARIS MONTPARNASSE,BORDEAUX ST JEAN,PARIS MONTPARNASSE,TGV InOui,National TGV,171.5,746,19,16.6,89.1,18.3,38.9,42.8,1537696.22
AXE-TGV-03924,PARIS MONTPARNASSE - BREST,PARIS MONTPARNASSE,BREST,TGV InOui,National TGV,102.3,188,6,3.2,95.2,20.5,24.6,54.9,96227.52
AXE-TGV-03925,PARIS MONTPARNASSE - QUIMPER,PARIS MONTPARNASSE,QUIMPER,TGV InOui,National TGV,231.6,240,0,2.7,98.7,21.7,22.7,55.6,76906.35
AXE-TGV-03926,PARIS MONTPARNASSE - RENNES,PARIS MONTPARNASSE,RENNES,TGV InOui,National TGV,190.7,619,8,2.7,97.4,20.7,37.4,41.9,230654.42
AXE-TGV-03927,PARIS MONTPARNASSE - ST MALO,PARIS MONTPARNASSE,ST MALO,TGV InOui,National TGV,93.4,122,0,2.2,98.9,32.4,33.3,34.3,32813.69
AXE-TGV-03928,PARIS MONTPARNASSE - ST PIERRE DES CORPS,PARIS MONTPARNASSE,ST PIERRE DES CORPS,TGV InOui,National TGV,179.0,425,7,2.6,97.0,31.2,38.3,30.5,162827.29
AXE-TGV-03929,TOULOUSE MATABIAU - PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE,TGV InOui,National TGV,122.9,194,3,16.6,90.2,30.1,39.9,30.0,393440.93
AXE-TGV-03930,TOURS - PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE,TGV InOui,National TGV,132.1,157,2,1.7,97.9,18.2,36.3,45.5,41526.87
AXE-TGV-03931,VANNES - PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE,TGV InOui,National TGV,80.9,276,0,3.2,98.4,21.2,36.5,42.3,107013.95
AXE-TGV-03932,PARIS EST - NANCY,PARIS EST,NANCY,TGV InOui,National TGV,131.0,217,0,1.2,99.4,20.9,31.3,47.8,32306.31
AXE-TGV-03933,STRASBOURG - NANTES,STRASBOURG,NANTES,TGV InOui,National TGV,104.7,53,0,5.3,97.3,23.6,42.0,34.4,33829.14
AXE-TGV-03934,PARIS NORD - ARRAS,PARIS NORD,ARRAS,TGV InOui,National TGV,73.3,278,1,1.5,98.9,24.8,31.6,43.6,53402.9
AXE-TGV-03935,DOUAI - PARIS NORD,DOUAI,PARIS NORD,TGV InOui,National TGV,92.5,118,1,2.0,98.2,31.8,30.2,38.0,32208.65
AXE-TGV-03936,PARIS NORD - DUNKERQUE,PARIS NORD,DUNKERQUE,TGV InOui,National TGV,173.5,146,0,1.2,99.4,26.4,23.0,50.6,21492.03
AXE-TGV-03937,LILLE - PARIS NORD,LILLE,PARIS NORD,TGV InOui,National TGV,176.3,461,5,1.7,98.0,32.9,36.4,30.7,117941.31
AXE-TGV-03938,LILLE - MARSEILLE ST CHARLES,LILLE,MARSEILLE ST CHARLES,TGV InOui,National TGV,222.6,215,0,3.1,98.5,30.1,22.1,47.8,78961.36
AXE-TGV-03939,LYON PART DIEU - MARNE LA VALLEE,LYON PART DIEU,MARNE LA VALLEE,TGV InOui,National TGV,71.9,251,3,7.5,95.0,31.7,23.7,44.6,237343.14
AXE-TGV-03940,PARIS LYON - BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN),TGV InOui,National TGV,80.5,206,3,3.8,96.7,23.9,36.5,39.6,104901.28
AXE-TGV-03941,PARIS LYON - BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV,TGV InOui,National TGV,191.8,147,3,4.0,96.0,26.9,35.8,37.3,82005.96
AXE-TGV-03942,BESANCON FRANCHE COMTE TGV - PARIS LYON,BESANCON FRANCHE COMTE TGV,PARIS LYON,TGV InOui,National TGV,194.0,134,2,6.6,95.2,20.5,27.3,52.2,114037.84
AXE-TGV-03943,PARIS LYON - CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX,TGV InOui,National TGV,69.5,113,0,5.4,97.3,19.8,28.0,52.2,73679.83
AXE-TGV-03944,PARIS LYON - GRENOBLE,PARIS LYON,GRENOBLE,TGV InOui,National TGV,81.2,111,0,2.4,98.8,31.1,26.0,42.9,32599.47
AXE-TGV-03945,GRENOBLE - PARIS LYON,GRENOBLE,PARIS LYON,TGV InOui,National TGV,104.6,122,0,24.8,87.6,23.5,26.1,50.4,363519.33
AXE-TGV-03946,PARIS LYON - LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,TGV InOui,National TGV,233.6,210,4,2.3,97.0,34.0,26.4,39.6,73732.36
AXE-TGV-03947,MACON LOCHE - PARIS LYON,MACON LOCHE,PARIS LYON,TGV InOui,National TGV,222.5,192,5,7.3,93.7,27.0,24.9,48.1,187077.81
AXE-TGV-03948,PARIS LYON - MULHOUSE VILLE,PARIS LYON,MULHOUSE VILLE,TGV InOui,National TGV,205.6,248,3,3.0,97.3,18.6,41.4,40.0,102226.11
AXE-TGV-03949,PARIS LYON - NIMES,PARIS LYON,NIMES,TGV InOui,National TGV,176.8,216,0,3.4,98.3,28.9,24.7,46.4,88139.37
AXE-TGV-03950,PARIS LYON - SAINT ETIENNE CHATEAUCREUX,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,TGV InOui,National TGV,119.9,118,1,1.6,98.3,24.7,30.9,44.4,27306.84
AXE-TGV-03951,PARIS LYON - TOULON,PARIS LYON,TOULON,TGV InOui,National TGV,68.1,313,3,8.2,95.0,28.1,41.1,30.8,317168.85
AXE-TGV-03952,TOULON - PARIS LYON,TOULON,PARIS LYON,TGV InOui,National TGV,84.0,338,1,3.9,97.7,30.7,34.7,34.6,163623.33
AXE-TGV-03953,LYON PART DIEU - MARSEILLE ST CHARLES,LYON PART DIEU,MARSEILLE ST CHARLES,TGV InOui,National TGV,117.8,395,0,6.7,96.6,22.1,24.8,53.1,319494.14
AXE-TGV-03954,LAUSANNE - PARIS LYON,LAUSANNE,PARIS LYON,TGV InOui,National TGV,139.3,148,2,2.4,97.4,21.7,25.1,53.2,51419.83
AXE-TGV-03955,ANGOULEME - PARIS MONTPARNASSE,ANGOULEME,PARIS MONTPARNASSE,TGV InOui,National TGV,169.9,243,4,5.4,95.7,29.5,24.8,45.7,172981.39
AXE-TGV-03956,LA ROCHELLE VILLE - PARIS MONTPARNASSE,LA ROCHELLE VILLE,PARIS MONTPARNASSE,TGV InOui,National TGV,69.8,238,0,2.0,99.0,25.0,37.4,37.6,55777.89
AXE-TGV-03957,PARIS MONTPARNASSE - LE MANS,PARIS MONTPARNASSE,LE MANS,TGV InOui,National TGV,215.9,427,4,3.0,97.5,19.4,28.8,51.8,172266.15
AXE-TGV-03958,NANTES - PARIS MONTPARNASSE,NANTES,PARIS MONTPARNASSE,TGV InOui,National TGV,63.5,526,5,4.5,96.8,28.8,26.7,44.5,304891.96
AXE-TGV-03959,PARIS MONTPARNASSE - POITIERS,PARIS MONTPARNASSE,POITIERS,TGV InOui,National TGV,183.7,495,5,2.7,97.6,20.0,25.4,54.6,183599.35
AXE-TGV-03960,RENNES - PARIS MONTPARNASSE,RENNES,PARIS MONTPARNASSE,TGV InOui,National TGV,141.7,567,7,3.1,97.2,21.3,23.2,55.5,240739.49
AXE-TGV-03961,ST MALO - PARIS MONTPARNASSE,ST MALO,PARIS MONTPARNASSE,TGV InOui,National TGV,207.8,118,0,1.6,99.2,32.7,37.8,29.5,23329.46
AXE-TGV-03962,METZ - PARIS EST,METZ,PARIS EST,TGV InOui,National TGV,196.6,254,1,2.7,98.2,22.1,41.1,36.8,87412.73
AXE-TGV-03963,PARIS EST - REIMS,PARIS EST,REIMS,TGV InOui,National TGV,77.6,201,0,1.5,99.3,31.4,35.5,33.1,35641.01
AXE-TGV-03964,STRASBOURG - PARIS EST,STRASBOURG,PARIS EST,TGV InOui,National TGV,71.3,376,6,5.2,95.8,30.8,36.2,33.0,258806.24
AXE-TGV-03965,NANTES - STRASBOURG,NANTES,STRASBOURG,TGV InOui,National TGV,73.1,57,0,6.7,96.7,34.0,23.0,43.0,45678.38
AXE-TGV-03966,LILLE - LYON PART DIEU,LILLE,LYON PART DIEU,TGV InOui,National TGV,170.9,282,0,3.8,98.1,18.5,28.9,52.6,129041.34
AXE-TGV-03967,LYON PART DIEU - LILLE,LYON PART DIEU,LILLE,TGV InOui,National TGV,231.7,221,3,7.7,94.8,30.0,34.5,35.5,215860.87
AXE-TGV-03968,BORDEAUX ST JEAN - TOURCOING,BORDEAUX ST JEAN,TOURCOING,TGV InOui,National TGV,73.2,34,4,5.3,85.6,21.1,39.3,39.6,37033.85
AXE-TGV-03969,MARSEILLE ST CHARLES - TOURCOING,MARSEILLE ST CHARLES,TOURCOING,TGV InOui,National TGV,229.8,30,0,10.2,94.9,29.3,22.4,48.3,36780.0
AXE-TGV-03970,PARIS LYON - ANNECY,PARIS LYON,ANNECY,TGV InOui,National TGV,116.3,104,2,5.7,95.2,25.1,27.5,47.4,79312.0
AXE-TGV-03971,BELLEGARDE (AIN) - PARIS LYON,BELLEGARDE (AIN),PARIS LYON,TGV InOui,National TGV,156.4,207,3,3.1,97.0,32.8,35.3,31.9,89917.53
AXE-TGV-03972,PARIS LYON - LYON PART DIEU,PARIS LYON,LYON PART DIEU,TGV InOui,National TGV,181.1,584,7,3.7,97.0,18.5,34.9,46.6,284416.82
AXE-TGV-03973,MARSEILLE ST CHARLES - PARIS LYON,MARSEILLE ST CHARLES,PARIS LYON,TGV InOui,National TGV,97.4,465,1,9.6,95.0,32.6,37.6,29.8,541267.8
AXE-TGV-03974,PARIS LYON - PERPIGNAN,PARIS LYON,PERPIGNAN,TGV InOui,National TGV,70.8,232,0,3.5,98.2,25.2,33.2,41.6,98426.52
AXE-TGV-03975,PERPIGNAN - PARIS LYON,PERPIGNAN,PARIS LYON,TGV InOui,National TGV,173.4,220,2,4.4,96.9,24.4,38.6,37.0,124342.96
AXE-TGV-03976,MONTPELLIER - LYON PART DIEU,MONTPELLIER,LYON PART DIEU,TGV InOui,National TGV,96.8,167,1,3.6,97.6,27.3,22.0,50.7,75292.95
AXE-TGV-03977,FRANCFORT - PARIS EST,FRANCFORT,PARIS EST,TGV InOui,National TGV,60.8,120,3,10.7,92.1,22.9,36.6,40.5,164309.84
AXE-TGV-03978,PARIS LYON - ZURICH,PARIS LYON,ZURICH,TGV InOui,National TGV,109.6,127,2,3.1,96.9,22.8,40.0,37.2,54971.15
AXE-TGV-03979,MADRID - MARSEILLE ST CHARLES,MADRID,MARSEILLE ST CHARLES,TGV InOui,National TGV,185.6,100,0,0.0,99.5,19.3,40.2,40.5,0.0
AXE-TGV-03980,PARIS MONTPARNASSE - ANGOULEME,PARIS MONTPARNASSE,ANGOULEME,TGV InOui,National TGV,104.5,296,5,4.0,96.3,20.1,36.2,43.7,160893.92
AXE-TGV-03981,PARIS MONTPARNASSE - LAVAL,PARIS MONTPARNASSE,LAVAL,TGV InOui,National TGV,91.5,248,1,2.0,98.6,29.4,28.4,42.2,64922.38
AXE-TGV-03982,PARIS MONTPARNASSE - NANTES,PARIS MONTPARNASSE,NANTES,TGV InOui,National TGV,205.0,460,3,1.9,98.4,33.1,29.4,37.5,117372.14
AXE-TGV-03983,PARIS MONTPARNASSE - VANNES,PARIS MONTPARNASSE,VANNES,TGV InOui,National TGV,211.4,250,0,2.6,98.7,31.3,26.3,42.4,78791.43
AXE-TGV-03984,NANCY - PARIS EST,NANCY,PARIS EST,TGV InOui,National TGV,87.4,239,1,2.5,98.3,24.5,29.7,45.8,75180.76
AXE-TGV-03985,REIMS - PARIS EST,REIMS,PARIS EST,TGV InOui,National TGV,208.1,201,0,0.4,99.5,21.6,33.9,44.5,10435.11
AXE-TGV-03986,PARIS EST - STRASBOURG,PARIS EST,STRASBOURG,TGV InOui,National TGV,174.0,377,3,2.3,98.0,27.0,23.6,49.4,117157.66
AXE-TGV-03987,PARIS NORD - DOUAI,PARIS NORD,DOUAI,TGV InOui,National TGV,225.7,120,1,1.0,98.7,25.7,22.6,51.7,18967.45
AXE-TGV-03988,PARIS NORD - LILLE,PARIS NORD,LILLE,TGV InOui,National TGV,134.6,485,2,1.3,98.9,31.1,31.0,37.9,85845.2
AXE-TGV-03989,PARIS LYON - AVIGNON TGV,PARIS LYON,AVIGNON TGV,TGV InOui,National TGV,85.8,454,3,5.6,96.5,23.8,35.5,40.7,317002.02
AXE-TGV-03990,AVIGNON TGV - PARIS LYON,AVIGNON TGV,PARIS LYON,TGV InOui,National TGV,106.4,470,1,5.3,97.1,33.8,38.7,27.5,304822.79
AXE-TGV-03991,PARIS LYON - MARSEILLE ST CHARLES,PARIS LYON,MARSEILLE ST CHARLES,TGV InOui,National TGV,158.1,492,4,5.2,96.6,29.3,30.7,40.0,325231.26
AXE-TGV-03992,MONTPELLIER - PARIS LYON,MONTPELLIER,PARIS LYON,TGV InOui,National TGV,229.6,236,2,7.3,95.5,21.3,31.5,47.2,214422.18
AXE-TGV-03993,PARIS LYON - NICE VILLE,PARIS LYON,NICE VILLE,TGV InOui,National TGV,156.4,278,2,8.2,95.2,31.0,41.3,27.7,279828.63
AXE-TGV-03994,SAINT ETIENNE CHATEAUCREUX - PARIS LYON,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,TGV InOui,National TGV,186.5,115,1,1.2,98.5,27.4,26.1,46.5,20883.85
AXE-TGV-03995,PARIS LYON - VALENCE ALIXAN TGV,PARIS LYON,VALENCE ALIXAN TGV,TGV InOui,National TGV,211.7,353,0,2.8,98.6,21.7,23.6,54.7,119427.12
AXE-TGV-03996,VALENCE ALIXAN TGV - PARIS LYON,VALENCE ALIXAN TGV,PARIS LYON,TGV InOui,National TGV,158.3,370,2,8.6,95.1,33.2,26.0,40.8,390890.81
AXE-TGV-03997,MARSEILLE ST CHARLES - LYON PART DIEU,MARSEILLE ST CHARLES,LYON PART DIEU,TGV InOui,National TGV,123.8,381,3,4.7,96.9,21.5,26.2,52.3,225482.4
AXE-TGV-03998,LYON PART DIEU - MONTPELLIER,LYON PART DIEU,MONTPELLIER,TGV InOui,National TGV,120.2,185,0,6.1,96.9,33.7,34.8,31.5,135863.49
AXE-TGV-03999,PARIS LYON - GENEVE,PARIS LYON,GENEVE,TGV InOui,National TGV,141.8,186,2,2.1,97.9,30.6,31.2,38.2,54722.86
AXE-TGV-04000,ITALIE - PARIS LYON,ITALIE,PARIS LYON,TGV InOui,National TGV,188.2,59,1,3.3,96.7,19.7,34.9,45.4,27248.89
AXE-TGV-04001,PARIS LYON - LAUSANNE,PARIS LYON,LAUSANNE,TGV InOui,National TGV,115.7,146,3,1.8,97.1,24.9,39.8,35.3,44070.22
AXE-TGV-04002,BARCELONA - PARIS LYON,BARCELONA,PARIS LYON,TGV InOui,National TGV,129.8,31,1,4.8,94.4,18.2,37.2,44.6,21933.33
AXE-TGV-04003,LAVAL - PARIS MONTPARNASSE,LAVAL,PARIS MONTPARNASSE,TGV InOui,National TGV,91.9,217,3,5.3,95.9,30.4,22.3,47.3,150869.66
AXE-TGV-04004,LE MANS - PARIS MONTPARNASSE,LE MANS,PARIS MONTPARNASSE,TGV InOui,National TGV,131.3,394,5,5.8,95.8,22.0,41.6,36.4,292092.16
AXE-TGV-04005,POITIERS - PARIS MONTPARNASSE,POITIERS,PARIS MONTPARNASSE,TGV InOui,National TGV,139.8,381,4,5.9,96.0,27.6,30.9,41.5,286333.66
AXE-TGV-04006,ST PIERRE DES CORPS - PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE,TGV InOui,National TGV,86.6,444,4,3.0,97.6,31.3,41.5,27.2,174682.74
AXE-TGV-04007,MARSEILLE ST CHARLES - LILLE,MARSEILLE ST CHARLES,LILLE,TGV InOui,National TGV,154.1,194,4,3.9,96.0,33.2,35.7,31.1,107304.22
AXE-TGV-04008,TOURCOING - BORDEAUX ST JEAN,TOURCOING,BORDEAUX ST JEAN,TGV InOui,National TGV,101.1,33,3,1.6,90.1,29.6,40.6,29.8,19080.0
AXE-TGV-04009,MARNE LA VALLEE - LYON PART DIEU,MARNE LA VALLEE,LYON PART DIEU,TGV InOui,National TGV,152.2,314,1,3.7,97.8,19.8,34.2,46.0,145317.84
AXE-TGV-04010,MARNE LA VALLEE - MARSEILLE ST CHARLES,MARNE LA VALLEE,MARSEILLE ST CHARLES,TGV InOui,National TGV,66.9,246,0,3.0,98.5,18.7,30.5,50.8,87987.91
AXE-TGV-04011,PARIS LYON - AIX EN PROVENCE TGV,PARIS LYON,AIX EN PROVENCE TGV,TGV InOui,National TGV,215.4,401,4,4.8,96.6,33.5,29.1,37.4,248879.97
AXE-TGV-04012,AIX EN PROVENCE TGV - PARIS LYON,AIX EN PROVENCE TGV,PARIS LYON,TGV InOui,National TGV,129.3,374,1,5.6,97.0,19.4,40.8,39.8,253576.86
AXE-TGV-04013,CHAMBERY CHALLES LES EAUX - PARIS LYON,CHAMBERY CHALLES LES EAUX,PARIS LYON,TGV InOui,National TGV,82.0,107,4,10.7,90.9,24.4,35.4,40.2,149640.79
AXE-TGV-04014,PARIS LYON - MACON LOCHE,PARIS LYON,MACON LOCHE,TGV InOui,National TGV,211.6,164,4,4.5,95.3,20.2,26.7,53.1,105242.67
AXE-TGV-04015,PARIS EST - FRANCFORT,PARIS EST,FRANCFORT,TGV InOui,National TGV,209.6,127,1,2.3,98.1,23.4,33.2,43.4,39038.16
