nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesxy,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner,created_at,consolidated_longitude,consolidated_latitude,consolidated_code_postal,consolidated_commune,consolidated_is_lon_lat_correct,consolidated_is_code_insee_verified,consolidated_is_code_insee_modified,geo_point_borne,departement,region
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Cordeliers,FRG10P69382GB,LPA0702,Parking Cordeliers,Parking public,11 rue Antoine Salles,69002,"4.837211, 45.764463",1,FRG10S69382GB5,,3.4,true,false,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.8,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.837211,45.764463,69002.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Les Halles,FRG10P69383AA,LPA0703,Parking Les Halles,Parking public,156 rue Garibaldi,69003,"4.85133, 45.76287",1,FRG10S69383AA4,,7.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.8,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.85133,45.76287,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Les Halles,FRG10P69383AA,LPA0703,Parking Les Halles,Parking public,156 rue Garibaldi,69003,"4.85133, 45.76287",1,FRG10S69383AA7,,7.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.8,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.85133,45.76287,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Villette P2,FRG10P69383BA,LPA0739,Parking  Villette P2,Parking public,38 rue de la Villette,69003,"4.8617, 45.76054",2,FRG10S69383BA2,,7.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.8617,45.76054,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Villette P2,FRG10P69383BA,LPA0739,Parking  Villette P2,Parking public,38 rue de la Villette,69003,"4.8617, 45.76054",2,FRG10S69383BA5,,7.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.8617,45.76054,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Fosse aux Ours,FRG10P69383CA,LPA0751,Parking FAO,Parking public,29 quai Victor Augagneur,69003,"4.84052, 45.75714",1,FRG10S69383CA10,,7.0,true,false,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.84052,45.75714,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Fosse aux Ours,FRG10P69383CA,LPA0751,Parking FAO,Parking public,29 quai Victor Augagneur,69003,"4.84052, 45.75714",1,FRG10S69383CA2,,7.0,true,false,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.84052,45.75714,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Fosse aux Ours,FRG10P69383CA,LPA0751,Parking FAO,Parking public,29 quai Victor Augagneur,69003,"4.84052, 45.75714",1,FRG10S69383CA8,,7.0,true,false,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.84052,45.75714,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Fosse aux Ours,FRG10P69383CA,LPA0751,Parking FAO,Parking public,29 quai Victor Augagneur,69003,"4.84052, 45.75714",1,FRG10S69383CA9,,7.0,true,false,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.84052,45.75714,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Fosse aux Ours,FRG10P69383CB,LPA0751,Parking FAO,Parking public,29 quai Victor Augagneur,69003,"4.84052, 45.75714",1,FRG10S69383CB7,,7.0,true,false,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.84052,45.75714,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Fosse aux Ours,FRG10P69383CB,LPA0751,Parking FAO,Parking public,29 quai Victor Augagneur,69003,"4.84052, 45.75714",1,FRG10S69383CB9,,7.0,true,false,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.84052,45.75714,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DA,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DA1,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DA,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DA10,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DA,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DA12,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DA,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DA17,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DA,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DA19,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DA,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DA24,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DA,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DA29,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DA,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DA30,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DA,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DA32,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DA,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DA38,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DB,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DB16,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DB,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DB8,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DB,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DB9,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DC,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DC10,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DC,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DC15,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DC,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DC17,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Béraudier P1,FRG10P69383DC,LPA0772,Parking Béraudier P1,Parking public,47 bis Boulevard Marius Vivier Merle,69003,"4.858517, 45.75958",1,FRG10S69383DC9,,22.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,2.05,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.858517,45.75958,69003.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Saint Georges,FRG10P69385AA,LPA0746,Parking St Georges,Parking public,8 quai Fulchiron,69005,"4.827721, 45.759798",2,FRG10S69385AA1,,7.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.827721,45.759798,69005.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Saint Georges,FRG10P69385AA,LPA0746,Parking St Georges,Parking public,8 quai Fulchiron,69005,"4.827721, 45.759798",2,FRG10S69385AA2,,7.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.827721,45.759798,69005.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Saint Georges,FRG10P69385AA,LPA0746,Parking St Georges,Parking public,8 quai Fulchiron,69005,"4.827721, 45.759798",2,FRG10S69385AA4,,7.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.827721,45.759798,69005.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Morand,FRG10P69386AA,LPA0756,Parking Morand,Parking public,19 place Maréchal Lyautey,69006,"4.841533, 45.767741",2,FRG10S69386AA5,,7.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.841533,45.767741,69006.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Morand,FRG10P69386AB,LPA0756,Parking Morand,Parking public,19 place Maréchal Lyautey,69006,"4.841533, 45.767741",1,FRG10S69386AB7,,7.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.841533,45.767741,69006.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Morand,FRG10P69386AB,LPA0756,Parking Morand,Parking public,19 place Maréchal Lyautey,69006,"4.841533, 45.767741",1,FRG10S69386AB9,,7.0,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.841533,45.767741,69006.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Gros Caillou,FRG10P69386BA,LPA0755,Parking Gros Cailloux,Parking public,1 rue Aimé Boussange,69004,"4.833557, 45.7747",1,FRG10S69386BA5,,7.0,true,false,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.833557,45.7747,69004.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Berthelot,FRG10P69387AA,LPA0740,Parking Berthelot,Parking public,99 rue de Marseille,69007,"4.83638, 45.74617",1,FRG10S69387AA4,,3.4,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.83638,45.74617,69007.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Berthelot,FRG10P69387AA,LPA0740,Parking Berthelot,Parking public,99 rue de Marseille,69007,"4.83638, 45.74617",1,FRG10S69387AA6,,3.4,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.83638,45.74617,69007.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Berthelot,FRG10P69387AB,LPA0740,Parking Berthelot,Parking public,99 rue de Marseille,69007,"4.83638, 45.74617",1,FRG10S69387AB1,,3.4,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.83638,45.74617,69007.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Berthelot,FRG10P69387AB,LPA0740,Parking Berthelot,Parking public,99 rue de Marseille,69007,"4.83638, 45.74617",1,FRG10S69387AB2,,3.4,true,true,false,false,false,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.83638,45.74617,69007.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Tony Garnier,FRG10P69387BA,LPA0754,Parking Tony Garnier,Parking public,12 rue Jonas Salk,69007,"4.822946, 45.729445",1,FRG10S69387BA1,,3.4,true,false,false,false,true,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.822946,45.729445,69007.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Tony Garnier,FRG10P69387BA,LPA0754,Parking Tony Garnier,Parking public,12 rue Jonas Salk,69007,"4.822946, 45.729445",1,FRG10S69387BA6,,3.4,true,false,false,false,true,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.822946,45.729445,69007.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Tony Garnier,FRG10P69387BA,LPA0754,Parking Tony Garnier,Parking public,12 rue Jonas Salk,69007,"4.822946, 45.729445",1,FRG10S69387BA9,,3.4,true,false,false,false,true,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.822946,45.729445,69007.0,Lyon,True,True,True,,,
LPA,,webmaster@lpa.fr,e-totem,service@e-totem.fr,04 28 04 42 05,LPA Tony Garnier,FRG10P69387BB,LPA0754,Parking Tony Garnier,Parking public,12 rue Jonas Salk,69007,"4.822946, 45.729445",1,FRG10S69387BB4,,3.4,true,false,false,false,true,,true,true,true,,Accès réservé,false,24/7,Accessible mais non réservé PMR,1.9,true,Direct,,,,2025-05-01,,2026-07-08T18:02:19+02:00,67e72acde5a89c919fb9a154,bc88cc25-3342-45cf-a7ba-531d18f00793,grand-lyon,2025-05-22T00:04:09+02:00,4.822946,45.729445,69007.0,Lyon,True,True,True,,,
