id_capteur,id_parcelle,date_releve,humidite_sol_pct,temperature_sol_c,niveau_stress_hydrique,precipitations_mm,evapotranspiration_mm,indice_vegetation_ndvi
IOT_PAR_EXP_310441_1,PAR_EXP_310441_1,2025-06-15,31.8,27.5,FAIBLE,14.1,2.2,0.77
IOT_PAR_EXP_310441_2,PAR_EXP_310441_2,2025-06-01,21.1,22.1,SEVERE,7.6,4.2,0.53
IOT_PAR_EXP_310441_2,PAR_EXP_310441_2,2025-06-02,22.2,25.6,MODERE,12.1,5.0,0.75
IOT_PAR_EXP_310441_2,PAR_EXP_310441_2,2025-06-03,29.0,23.4,MODERE,11.5,3.4,0.75
IOT_PAR_EXP_310441_2,PAR_EXP_310441_2,2025-06-04,23.8,18.6,MODERE,10.0,5.0,0.56
IOT_PAR_EXP_310441_2,PAR_EXP_310441_2,2025-06-05,42.9,17.6,FAIBLE,1.6,4.9,0.52
IOT_PAR_EXP_310441_2,PAR_EXP_310441_2,2025-06-06,21.7,25.4,SEVERE,10.7,5.7,0.75
IOT_PAR_EXP_310441_2,PAR_EXP_310441_2,2025-06-07,22.2,18.9,MODERE,12.3,4.7,0.52
IOT_PAR_EXP_310441_2,PAR_EXP_310441_2,2025-06-08,24.0,27.4,MODERE,7.9,3.1,0.45
IOT_PAR_EXP_310441_2,PAR_EXP_310441_2,2025-06-09,31.2,23.3,FAIBLE,9.8,2.6,0.45
IOT_PAR_EXP_310441_2,PAR_EXP_310441_2,2025-06-10,25.2,17.7,MODERE,10.3,2.2,0.49
IOT_PAR_EXP_310441_2,PAR_EXP_310441_2,2025-06-11,42.8,19.2,FAIBLE,6.9,5.2,0.49
IOT_PAR_EXP_310441_2,PAR_EXP_310441_2,2025-06-12,19.5,26.6,SEVERE,5.1,5.2,0.78
IOT_PAR_EXP_310441_2,PAR_EXP_310441_2,2025-06-13,27.6,21.9,MODERE,11.2,4.1,0.55
IOT_PAR_EXP_310441_2,PAR_EXP_310441_2,2025-06-14,36.8,25.5,FAIBLE,7.7,5.5,0.61
IOT_PAR_EXP_310441_2,PAR_EXP_310441_2,2025-06-15,28.8,19.0,MODERE,5.5,4.6,0.72
IOT_PAR_EXP_310441_3,PAR_EXP_310441_3,2025-06-01,33.9,22.4,FAIBLE,5.2,3.5,0.68
IOT_PAR_EXP_310441_3,PAR_EXP_310441_3,2025-06-02,31.0,17.2,FAIBLE,10.6,2.8,0.8
IOT_PAR_EXP_310441_3,PAR_EXP_310441_3,2025-06-03,41.7,21.6,FAIBLE,13.5,4.0,0.48
IOT_PAR_EXP_310441_3,PAR_EXP_310441_3,2025-06-04,40.6,23.8,FAIBLE,12.7,5.2,0.56
IOT_PAR_EXP_310441_3,PAR_EXP_310441_3,2025-06-05,36.8,22.2,FAIBLE,9.9,4.6,0.65
IOT_PAR_EXP_310441_3,PAR_EXP_310441_3,2025-06-06,41.6,25.3,FAIBLE,13.6,2.6,0.52
IOT_PAR_EXP_310441_3,PAR_EXP_310441_3,2025-06-07,42.4,19.2,FAIBLE,4.5,4.9,0.5
IOT_PAR_EXP_310441_3,PAR_EXP_310441_3,2025-06-08,20.7,25.7,SEVERE,13.5,2.1,0.69
IOT_PAR_EXP_310441_3,PAR_EXP_310441_3,2025-06-09,25.4,19.8,MODERE,5.8,4.0,0.69
IOT_PAR_EXP_310441_3,PAR_EXP_310441_3,2025-06-10,43.4,26.8,FAIBLE,7.1,3.4,0.63
IOT_PAR_EXP_310441_3,PAR_EXP_310441_3,2025-06-11,36.3,18.1,FAIBLE,10.1,2.6,0.74
IOT_PAR_EXP_310441_3,PAR_EXP_310441_3,2025-06-12,44.9,17.7,FAIBLE,5.4,4.5,0.7
IOT_PAR_EXP_310441_3,PAR_EXP_310441_3,2025-06-13,36.3,24.4,FAIBLE,0.8,3.4,0.71
IOT_PAR_EXP_310441_3,PAR_EXP_310441_3,2025-06-14,28.4,24.7,MODERE,10.5,5.7,0.46
IOT_PAR_EXP_310441_3,PAR_EXP_310441_3,2025-06-15,28.5,27.2,MODERE,4.5,3.3,0.59
IOT_PAR_EXP_310442_1,PAR_EXP_310442_1,2025-06-01,33.3,28.1,FAIBLE,2.9,5.2,0.49
IOT_PAR_EXP_310442_1,PAR_EXP_310442_1,2025-06-02,25.4,27.5,MODERE,11.6,5.2,0.6
IOT_PAR_EXP_310442_1,PAR_EXP_310442_1,2025-06-03,32.7,20.1,FAIBLE,10.0,2.9,0.72
IOT_PAR_EXP_310442_1,PAR_EXP_310442_1,2025-06-04,34.0,26.0,FAIBLE,1.8,4.3,0.66
IOT_PAR_EXP_310442_1,PAR_EXP_310442_1,2025-06-05,41.0,20.8,FAIBLE,8.5,5.5,0.63
IOT_PAR_EXP_310442_1,PAR_EXP_310442_1,2025-06-06,21.3,20.4,SEVERE,4.1,2.5,0.67
IOT_PAR_EXP_310442_1,PAR_EXP_310442_1,2025-06-07,42.6,23.7,FAIBLE,9.1,2.8,0.65
IOT_PAR_EXP_310442_1,PAR_EXP_310442_1,2025-06-08,21.8,25.7,SEVERE,1.1,2.4,0.81
IOT_PAR_EXP_310442_1,PAR_EXP_310442_1,2025-06-09,20.9,20.2,SEVERE,8.1,3.0,0.56
IOT_PAR_EXP_310442_1,PAR_EXP_310442_1,2025-06-10,43.6,16.3,FAIBLE,4.4,3.9,0.7
IOT_PAR_EXP_310442_1,PAR_EXP_310442_1,2025-06-11,39.7,26.2,FAIBLE,1.3,3.6,0.74
IOT_PAR_EXP_310442_1,PAR_EXP_310442_1,2025-06-12,36.7,23.7,FAIBLE,8.1,3.4,0.54
IOT_PAR_EXP_310442_1,PAR_EXP_310442_1,2025-06-13,24.7,21.6,MODERE,8.3,4.0,0.72
IOT_PAR_EXP_310442_1,PAR_EXP_310442_1,2025-06-14,24.6,16.8,MODERE,6.1,3.0,0.62
IOT_PAR_EXP_310442_1,PAR_EXP_310442_1,2025-06-15,22.8,17.0,MODERE,4.5,4.4,0.65
IOT_PAR_EXP_310442_2,PAR_EXP_310442_2,2025-06-01,25.5,27.6,MODERE,0.6,4.6,0.64
IOT_PAR_EXP_310442_2,PAR_EXP_310442_2,2025-06-02,27.2,28.2,MODERE,10.2,4.0,0.8
IOT_PAR_EXP_310442_2,PAR_EXP_310442_2,2025-06-03,25.8,26.3,MODERE,4.2,3.7,0.61
IOT_PAR_EXP_310442_2,PAR_EXP_310442_2,2025-06-04,42.2,23.3,FAIBLE,4.7,4.9,0.46
IOT_PAR_EXP_310442_2,PAR_EXP_310442_2,2025-06-05,37.1,20.5,FAIBLE,9.4,4.5,0.53
IOT_PAR_EXP_310442_2,PAR_EXP_310442_2,2025-06-06,28.7,26.1,MODERE,0.5,5.4,0.54
IOT_PAR_EXP_310442_2,PAR_EXP_310442_2,2025-06-07,42.4,25.4,FAIBLE,9.0,3.9,0.46
IOT_PAR_EXP_310442_2,PAR_EXP_310442_2,2025-06-08,36.7,26.8,FAIBLE,0.5,2.8,0.81
IOT_PAR_EXP_310442_2,PAR_EXP_310442_2,2025-06-09,36.1,16.7,FAIBLE,11.5,4.8,0.76
IOT_PAR_EXP_310442_2,PAR_EXP_310442_2,2025-06-10,39.9,20.5,FAIBLE,2.8,4.5,0.6
IOT_PAR_EXP_310442_2,PAR_EXP_310442_2,2025-06-11,28.5,16.2,MODERE,8.0,4.6,0.7
IOT_PAR_EXP_310442_2,PAR_EXP_310442_2,2025-06-12,39.6,20.7,FAIBLE,2.6,5.1,0.55
IOT_PAR_EXP_310442_2,PAR_EXP_310442_2,2025-06-13,20.7,17.6,SEVERE,1.8,2.5,0.8
IOT_PAR_EXP_310442_2,PAR_EXP_310442_2,2025-06-14,22.0,17.5,SEVERE,12.5,4.0,0.62
IOT_PAR_EXP_310442_2,PAR_EXP_310442_2,2025-06-15,19.4,23.1,SEVERE,12.6,2.2,0.75
IOT_PAR_EXP_310442_3,PAR_EXP_310442_3,2025-06-01,21.2,22.1,SEVERE,0.7,4.3,0.61
IOT_PAR_EXP_310442_3,PAR_EXP_310442_3,2025-06-02,44.7,25.6,FAIBLE,3.1,4.5,0.66
IOT_PAR_EXP_310442_3,PAR_EXP_310442_3,2025-06-03,26.5,24.0,MODERE,12.7,4.5,0.82
IOT_PAR_EXP_310442_3,PAR_EXP_310442_3,2025-06-04,41.0,20.5,FAIBLE,3.5,3.4,0.8
IOT_PAR_EXP_310442_3,PAR_EXP_310442_3,2025-06-05,30.3,17.0,FAIBLE,12.0,5.5,0.74
IOT_PAR_EXP_310442_3,PAR_EXP_310442_3,2025-06-06,19.9,24.3,SEVERE,2.6,2.6,0.51
IOT_PAR_EXP_310442_3,PAR_EXP_310442_3,2025-06-07,27.7,27.8,MODERE,4.5,2.2,0.48
IOT_PAR_EXP_310442_3,PAR_EXP_310442_3,2025-06-08,31.7,28.2,FAIBLE,10.1,5.2,0.65
IOT_PAR_EXP_310442_3,PAR_EXP_310442_3,2025-06-09,34.2,25.7,FAIBLE,6.8,5.7,0.81
IOT_PAR_EXP_310442_3,PAR_EXP_310442_3,2025-06-10,35.3,18.0,FAIBLE,11.7,2.6,0.48
IOT_PAR_EXP_310442_3,PAR_EXP_310442_3,2025-06-11,39.0,27.7,FAIBLE,6.2,5.5,0.62
IOT_PAR_EXP_310442_3,PAR_EXP_310442_3,2025-06-12,31.1,19.6,FAIBLE,12.8,5.1,0.57
IOT_PAR_EXP_310442_3,PAR_EXP_310442_3,2025-06-13,20.5,25.3,SEVERE,0.6,4.8,0.6
IOT_PAR_EXP_310442_3,PAR_EXP_310442_3,2025-06-14,28.0,28.5,MODERE,13.6,3.9,0.64
IOT_PAR_EXP_310442_3,PAR_EXP_310442_3,2025-06-15,27.7,16.2,MODERE,10.1,3.1,0.7
IOT_PAR_EXP_310443_1,PAR_EXP_310443_1,2025-06-01,42.3,17.8,FAIBLE,3.7,3.3,0.76
IOT_PAR_EXP_310443_1,PAR_EXP_310443_1,2025-06-02,31.5,21.5,FAIBLE,9.6,4.2,0.52
IOT_PAR_EXP_310443_1,PAR_EXP_310443_1,2025-06-03,19.4,26.4,SEVERE,13.7,2.6,0.67
IOT_PAR_EXP_310443_1,PAR_EXP_310443_1,2025-06-04,35.0,22.0,FAIBLE,4.1,5.3,0.54
IOT_PAR_EXP_310443_1,PAR_EXP_310443_1,2025-06-05,23.7,17.9,MODERE,10.4,2.3,0.72
IOT_PAR_EXP_310443_1,PAR_EXP_310443_1,2025-06-06,27.3,27.4,MODERE,7.2,3.2,0.8
IOT_PAR_EXP_310443_1,PAR_EXP_310443_1,2025-06-07,23.8,26.6,MODERE,5.5,5.1,0.62
IOT_PAR_EXP_310443_1,PAR_EXP_310443_1,2025-06-08,21.1,23.2,SEVERE,0.8,2.4,0.52
IOT_PAR_EXP_310443_1,PAR_EXP_310443_1,2025-06-09,32.5,17.8,FAIBLE,11.8,3.2,0.68
IOT_PAR_EXP_310443_1,PAR_EXP_310443_1,2025-06-10,32.6,17.9,FAIBLE,10.7,2.4,0.47
IOT_PAR_EXP_310443_1,PAR_EXP_310443_1,2025-06-11,40.1,25.4,FAIBLE,6.8,5.4,0.61
IOT_PAR_EXP_310443_1,PAR_EXP_310443_1,2025-06-12,30.0,22.4,MODERE,5.5,2.2,0.61
IOT_PAR_EXP_310443_1,PAR_EXP_310443_1,2025-06-13,22.0,25.8,SEVERE,2.5,3.1,0.64
IOT_PAR_EXP_310443_1,PAR_EXP_310443_1,2025-06-14,44.3,18.7,FAIBLE,3.4,4.0,0.62
IOT_PAR_EXP_310443_1,PAR_EXP_310443_1,2025-06-15,39.9,27.7,FAIBLE,1.0,5.8,0.54
IOT_PAR_EXP_310443_2,PAR_EXP_310443_2,2025-06-01,18.0,17.0,SEVERE,9.7,4.9,0.71
IOT_PAR_EXP_310443_2,PAR_EXP_310443_2,2025-06-02,33.4,24.7,FAIBLE,11.5,5.2,0.5
IOT_PAR_EXP_310443_2,PAR_EXP_310443_2,2025-06-03,22.3,27.2,MODERE,4.6,4.7,0.67
IOT_PAR_EXP_310443_2,PAR_EXP_310443_2,2025-06-04,23.3,21.1,MODERE,12.2,4.9,0.72
IOT_PAR_EXP_310443_2,PAR_EXP_310443_2,2025-06-05,40.9,19.7,FAIBLE,8.7,2.5,0.46
IOT_PAR_EXP_310443_2,PAR_EXP_310443_2,2025-06-06,31.1,16.5,FAIBLE,2.7,2.3,0.71
IOT_PAR_EXP_310443_2,PAR_EXP_310443_2,2025-06-07,23.0,20.8,MODERE,7.7,3.1,0.82
IOT_PAR_EXP_310443_2,PAR_EXP_310443_2,2025-06-08,38.5,24.0,FAIBLE,7.6,4.0,0.65
IOT_PAR_EXP_310443_2,PAR_EXP_310443_2,2025-06-09,21.6,28.1,SEVERE,3.7,5.4,0.47
IOT_PAR_EXP_310443_2,PAR_EXP_310443_2,2025-06-10,35.1,18.5,FAIBLE,13.7,4.9,0.71
IOT_PAR_EXP_310443_2,PAR_EXP_310443_2,2025-06-11,38.5,20.0,FAIBLE,2.7,3.2,0.48
IOT_PAR_EXP_310443_2,PAR_EXP_310443_2,2025-06-12,26.3,19.8,MODERE,13.1,4.4,0.55
IOT_PAR_EXP_310443_2,PAR_EXP_310443_2,2025-06-13,22.7,17.4,MODERE,14.0,2.6,0.82
IOT_PAR_EXP_310443_2,PAR_EXP_310443_2,2025-06-14,26.7,24.7,MODERE,4.5,3.1,0.77
IOT_PAR_EXP_310443_2,PAR_EXP_310443_2,2025-06-15,25.0,25.4,MODERE,8.2,2.4,0.73
IOT_PAR_EXP_310443_3,PAR_EXP_310443_3,2025-06-01,25.5,16.6,MODERE,6.3,2.9,0.56
IOT_PAR_EXP_310443_3,PAR_EXP_310443_3,2025-06-02,24.0,22.2,MODERE,6.5,4.1,0.57
IOT_PAR_EXP_310443_3,PAR_EXP_310443_3,2025-06-03,18.7,21.5,SEVERE,4.5,2.4,0.63
IOT_PAR_EXP_310443_3,PAR_EXP_310443_3,2025-06-04,30.2,25.8,FAIBLE,0.9,3.4,0.79
IOT_PAR_EXP_310443_3,PAR_EXP_310443_3,2025-06-05,33.5,27.7,FAIBLE,7.3,2.2,0.81
IOT_PAR_EXP_310443_3,PAR_EXP_310443_3,2025-06-06,37.2,25.5,FAIBLE,9.2,5.8,0.51
IOT_PAR_EXP_310443_3,PAR_EXP_310443_3,2025-06-07,42.7,21.6,FAIBLE,7.8,4.2,0.68
IOT_PAR_EXP_310443_3,PAR_EXP_310443_3,2025-06-08,19.8,26.9,SEVERE,0.8,5.1,0.61
IOT_PAR_EXP_310443_3,PAR_EXP_310443_3,2025-06-09,22.6,26.8,MODERE,13.3,2.6,0.8
IOT_PAR_EXP_310443_3,PAR_EXP_310443_3,2025-06-10,43.7,17.9,FAIBLE,3.3,3.1,0.51
IOT_PAR_EXP_310443_3,PAR_EXP_310443_3,2025-06-11,27.2,26.2,MODERE,9.1,3.8,0.76
IOT_PAR_EXP_310443_3,PAR_EXP_310443_3,2025-06-12,32.3,18.6,FAIBLE,2.2,5.3,0.46
IOT_PAR_EXP_310443_3,PAR_EXP_310443_3,2025-06-13,23.9,23.5,MODERE,8.7,5.4,0.51
IOT_PAR_EXP_310443_3,PAR_EXP_310443_3,2025-06-14,21.6,19.2,SEVERE,1.0,4.0,0.73
IOT_PAR_EXP_310443_3,PAR_EXP_310443_3,2025-06-15,40.5,24.7,FAIBLE,13.5,5.3,0.5
IOT_PAR_EXP_310444_1,PAR_EXP_310444_1,2025-06-01,24.2,22.6,MODERE,0.4,4.0,0.61
IOT_PAR_EXP_310444_1,PAR_EXP_310444_1,2025-06-02,39.5,17.9,FAIBLE,14.0,4.5,0.62
IOT_PAR_EXP_310444_1,PAR_EXP_310444_1,2025-06-03,37.3,21.7,FAIBLE,6.3,3.7,0.73
IOT_PAR_EXP_310444_1,PAR_EXP_310444_1,2025-06-04,35.6,27.7,FAIBLE,11.3,3.4,0.58
IOT_PAR_EXP_310444_1,PAR_EXP_310444_1,2025-06-05,21.9,20.5,SEVERE,2.3,2.4,0.61
IOT_PAR_EXP_310444_1,PAR_EXP_310444_1,2025-06-06,32.3,24.6,FAIBLE,1.3,2.2,0.79
IOT_PAR_EXP_310444_1,PAR_EXP_310444_1,2025-06-07,39.4,25.2,FAIBLE,4.4,5.5,0.6
IOT_PAR_EXP_310444_1,PAR_EXP_310444_1,2025-06-08,18.9,20.5,SEVERE,6.0,5.5,0.58
IOT_PAR_EXP_310444_1,PAR_EXP_310444_1,2025-06-09,38.7,22.8,FAIBLE,0.6,5.0,0.8
IOT_PAR_EXP_310444_1,PAR_EXP_310444_1,2025-06-10,40.4,26.3,FAIBLE,8.7,2.9,0.45
IOT_PAR_EXP_310444_1,PAR_EXP_310444_1,2025-06-11,34.7,18.7,FAIBLE,7.5,3.4,0.62
IOT_PAR_EXP_310444_1,PAR_EXP_310444_1,2025-06-12,38.9,25.2,FAIBLE,8.5,4.7,0.56
IOT_PAR_EXP_310444_1,PAR_EXP_310444_1,2025-06-13,35.4,22.6,FAIBLE,7.7,3.2,0.76
IOT_PAR_EXP_310444_1,PAR_EXP_310444_1,2025-06-14,25.8,26.9,MODERE,1.7,4.2,0.55
IOT_PAR_EXP_310444_1,PAR_EXP_310444_1,2025-06-15,19.3,23.3,SEVERE,9.4,2.9,0.52
IOT_PAR_EXP_310444_2,PAR_EXP_310444_2,2025-06-01,18.0,17.4,SEVERE,10.2,5.5,0.5
IOT_PAR_EXP_310444_2,PAR_EXP_310444_2,2025-06-02,44.1,18.2,FAIBLE,9.1,3.0,0.59
IOT_PAR_EXP_310444_2,PAR_EXP_310444_2,2025-06-03,22.3,27.6,MODERE,13.2,5.0,0.53
IOT_PAR_EXP_310444_2,PAR_EXP_310444_2,2025-06-04,41.9,22.3,FAIBLE,6.0,3.8,0.75
IOT_PAR_EXP_310444_2,PAR_EXP_310444_2,2025-06-05,28.2,27.6,MODERE,2.2,2.5,0.55
IOT_PAR_EXP_310444_2,PAR_EXP_310444_2,2025-06-06,38.8,22.3,FAIBLE,12.6,2.6,0.58
IOT_PAR_EXP_310444_2,PAR_EXP_310444_2,2025-06-07,37.0,22.2,FAIBLE,14.4,5.4,0.46
IOT_PAR_EXP_310444_2,PAR_EXP_310444_2,2025-06-08,34.6,22.0,FAIBLE,5.6,2.3,0.49
IOT_PAR_EXP_310444_2,PAR_EXP_310444_2,2025-06-09,24.9,20.2,MODERE,4.7,4.9,0.81
IOT_PAR_EXP_310444_2,PAR_EXP_310444_2,2025-06-10,30.6,25.2,FAIBLE,0.0,2.3,0.58
IOT_PAR_EXP_310444_2,PAR_EXP_310444_2,2025-06-11,29.7,20.2,MODERE,11.9,5.3,0.81
IOT_PAR_EXP_310444_2,PAR_EXP_310444_2,2025-06-12,43.2,20.8,FAIBLE,11.3,2.7,0.63
IOT_PAR_EXP_310444_2,PAR_EXP_310444_2,2025-06-13,35.1,23.3,FAIBLE,7.6,3.7,0.77
IOT_PAR_EXP_310444_2,PAR_EXP_310444_2,2025-06-14,34.1,28.3,FAIBLE,5.7,5.0,0.6
IOT_PAR_EXP_310444_2,PAR_EXP_310444_2,2025-06-15,24.7,26.3,MODERE,5.1,3.3,0.74
IOT_PAR_EXP_310444_3,PAR_EXP_310444_3,2025-06-01,28.2,20.0,MODERE,0.2,3.4,0.63
IOT_PAR_EXP_310444_3,PAR_EXP_310444_3,2025-06-02,26.1,19.0,MODERE,13.2,5.1,0.71
IOT_PAR_EXP_310444_3,PAR_EXP_310444_3,2025-06-03,33.9,19.9,FAIBLE,9.1,2.2,0.66
IOT_PAR_EXP_310444_3,PAR_EXP_310444_3,2025-06-04,28.0,16.4,MODERE,14.1,4.4,0.46
IOT_PAR_EXP_310444_3,PAR_EXP_310444_3,2025-06-05,25.6,18.8,MODERE,1.0,2.5,0.69
IOT_PAR_EXP_310444_3,PAR_EXP_310444_3,2025-06-06,39.3,25.0,FAIBLE,1.5,4.7,0.64
IOT_PAR_EXP_310444_3,PAR_EXP_310444_3,2025-06-07,26.0,17.5,MODERE,4.3,3.8,0.79
IOT_PAR_EXP_310444_3,PAR_EXP_310444_3,2025-06-08,28.5,22.6,MODERE,2.8,4.4,0.52
IOT_PAR_EXP_310444_3,PAR_EXP_310444_3,2025-06-09,42.5,22.9,FAIBLE,4.8,2.6,0.63
IOT_PAR_EXP_310444_3,PAR_EXP_310444_3,2025-06-10,43.2,27.3,FAIBLE,11.0,4.7,0.59
IOT_PAR_EXP_310444_3,PAR_EXP_310444_3,2025-06-11,21.4,24.1,SEVERE,12.3,3.2,0.69
IOT_PAR_EXP_310444_3,PAR_EXP_310444_3,2025-06-12,23.2,24.2,MODERE,10.3,4.7,0.57
IOT_PAR_EXP_310444_3,PAR_EXP_310444_3,2025-06-13,20.2,19.5,SEVERE,11.9,3.6,0.47
IOT_PAR_EXP_310444_3,PAR_EXP_310444_3,2025-06-14,32.6,23.0,FAIBLE,0.9,4.7,0.48
IOT_PAR_EXP_310444_3,PAR_EXP_310444_3,2025-06-15,38.7,27.9,FAIBLE,14.4,4.6,0.6
IOT_PAR_EXP_310445_1,PAR_EXP_310445_1,2025-06-01,29.6,23.1,MODERE,4.2,4.3,0.78
IOT_PAR_EXP_310445_1,PAR_EXP_310445_1,2025-06-02,42.2,19.3,FAIBLE,5.8,4.8,0.54
IOT_PAR_EXP_310445_1,PAR_EXP_310445_1,2025-06-03,31.1,20.8,FAIBLE,12.6,3.8,0.54
IOT_PAR_EXP_310445_1,PAR_EXP_310445_1,2025-06-04,29.2,19.4,MODERE,8.8,4.3,0.54
IOT_PAR_EXP_310445_1,PAR_EXP_310445_1,2025-06-05,33.5,23.2,FAIBLE,7.3,2.7,0.66
IOT_PAR_EXP_310445_1,PAR_EXP_310445_1,2025-06-06,43.3,28.3,FAIBLE,13.9,5.2,0.54
IOT_PAR_EXP_310445_1,PAR_EXP_310445_1,2025-06-07,23.6,22.4,MODERE,12.7,3.5,0.46
IOT_PAR_EXP_310445_1,PAR_EXP_310445_1,2025-06-08,26.4,22.0,MODERE,9.5,3.0,0.51
IOT_PAR_EXP_310445_1,PAR_EXP_310445_1,2025-06-09,30.9,23.2,FAIBLE,14.0,5.6,0.63
IOT_PAR_EXP_310445_1,PAR_EXP_310445_1,2025-06-10,21.7,27.9,SEVERE,7.7,2.7,0.51
IOT_PAR_EXP_310445_1,PAR_EXP_310445_1,2025-06-11,38.8,16.2,FAIBLE,2.4,3.1,0.76
IOT_PAR_EXP_310445_1,PAR_EXP_310445_1,2025-06-12,39.9,22.9,FAIBLE,0.6,3.0,0.54
IOT_PAR_EXP_310445_1,PAR_EXP_310445_1,2025-06-13,39.2,21.3,FAIBLE,13.1,4.1,0.81
IOT_PAR_EXP_310445_1,PAR_EXP_310445_1,2025-06-14,21.4,23.4,SEVERE,12.2,2.3,0.46
IOT_PAR_EXP_310445_1,PAR_EXP_310445_1,2025-06-15,37.7,22.7,FAIBLE,6.7,5.4,0.5
IOT_PAR_EXP_310445_2,PAR_EXP_310445_2,2025-06-01,38.4,18.9,FAIBLE,2.2,3.8,0.53
IOT_PAR_EXP_310445_2,PAR_EXP_310445_2,2025-06-02,38.2,22.0,FAIBLE,12.4,5.5,0.73
IOT_PAR_EXP_310445_2,PAR_EXP_310445_2,2025-06-03,23.7,18.3,MODERE,8.2,2.9,0.47
IOT_PAR_EXP_310445_2,PAR_EXP_310445_2,2025-06-04,34.1,22.4,FAIBLE,2.8,3.6,0.59
IOT_PAR_EXP_310445_2,PAR_EXP_310445_2,2025-06-05,36.5,27.8,FAIBLE,11.4,3.0,0.5
IOT_PAR_EXP_310445_2,PAR_EXP_310445_2,2025-06-06,27.9,17.0,MODERE,14.0,2.8,0.57
IOT_PAR_EXP_310445_2,PAR_EXP_310445_2,2025-06-07,24.7,20.2,MODERE,1.8,4.1,0.63
IOT_PAR_EXP_310445_2,PAR_EXP_310445_2,2025-06-08,35.7,20.3,FAIBLE,12.3,3.2,0.61
IOT_PAR_EXP_310445_2,PAR_EXP_310445_2,2025-06-09,22.2,26.3,MODERE,9.3,2.9,0.75
IOT_PAR_EXP_310445_2,PAR_EXP_310445_2,2025-06-10,31.7,25.7,FAIBLE,1.6,4.5,0.8
IOT_PAR_EXP_310445_2,PAR_EXP_310445_2,2025-06-11,42.8,22.8,FAIBLE,4.5,4.3,0.62
IOT_PAR_EXP_310445_2,PAR_EXP_310445_2,2025-06-12,30.3,21.1,FAIBLE,2.0,2.4,0.46
IOT_PAR_EXP_310445_2,PAR_EXP_310445_2,2025-06-13,18.5,17.4,SEVERE,8.8,5.7,0.46
IOT_PAR_EXP_310445_2,PAR_EXP_310445_2,2025-06-14,22.1,24.4,MODERE,8.7,3.3,0.69
IOT_PAR_EXP_310445_2,PAR_EXP_310445_2,2025-06-15,41.4,21.0,FAIBLE,5.8,3.7,0.63
IOT_PAR_EXP_310445_3,PAR_EXP_310445_3,2025-06-01,24.3,24.4,MODERE,4.2,2.4,0.8
IOT_PAR_EXP_310445_3,PAR_EXP_310445_3,2025-06-02,19.7,22.2,SEVERE,10.5,2.3,0.75
IOT_PAR_EXP_310445_3,PAR_EXP_310445_3,2025-06-03,20.6,25.5,SEVERE,12.7,2.7,0.58
IOT_PAR_EXP_310445_3,PAR_EXP_310445_3,2025-06-04,30.8,22.1,FAIBLE,3.7,3.5,0.67
IOT_PAR_EXP_310445_3,PAR_EXP_310445_3,2025-06-05,20.4,28.2,SEVERE,0.0,4.9,0.8
IOT_PAR_EXP_310445_3,PAR_EXP_310445_3,2025-06-06,36.6,23.7,FAIBLE,1.4,5.4,0.51
IOT_PAR_EXP_310445_3,PAR_EXP_310445_3,2025-06-07,40.3,23.2,FAIBLE,9.1,4.2,0.71
IOT_PAR_EXP_310445_3,PAR_EXP_310445_3,2025-06-08,27.8,18.3,MODERE,0.4,3.2,0.65
IOT_PAR_EXP_310445_3,PAR_EXP_310445_3,2025-06-09,37.1,22.9,FAIBLE,11.5,5.3,0.59
IOT_PAR_EXP_310445_3,PAR_EXP_310445_3,2025-06-10,44.2,19.4,FAIBLE,6.6,2.3,0.76
IOT_PAR_EXP_310445_3,PAR_EXP_310445_3,2025-06-11,20.3,27.4,SEVERE,13.9,4.7,0.6
IOT_PAR_EXP_310445_3,PAR_EXP_310445_3,2025-06-12,37.6,20.5,FAIBLE,5.5,3.0,0.8
IOT_PAR_EXP_310445_3,PAR_EXP_310445_3,2025-06-13,35.2,21.1,FAIBLE,1.5,4.0,0.78
IOT_PAR_EXP_310445_3,PAR_EXP_310445_3,2025-06-14,39.9,22.5,FAIBLE,0.0,2.8,0.53
IOT_PAR_EXP_310445_3,PAR_EXP_310445_3,2025-06-15,35.0,23.9,FAIBLE,0.5,2.8,0.69
IOT_PAR_EXP_310446_1,PAR_EXP_310446_1,2025-06-01,23.4,22.5,MODERE,10.7,5.0,0.69
IOT_PAR_EXP_310446_1,PAR_EXP_310446_1,2025-06-02,39.8,17.8,FAIBLE,2.4,4.3,0.67
IOT_PAR_EXP_310446_1,PAR_EXP_310446_1,2025-06-03,20.2,27.0,SEVERE,10.0,4.1,0.66
IOT_PAR_EXP_310446_1,PAR_EXP_310446_1,2025-06-04,29.0,26.6,MODERE,8.5,2.9,0.57
IOT_PAR_EXP_310446_1,PAR_EXP_310446_1,2025-06-05,20.8,21.5,SEVERE,7.3,2.8,0.47
IOT_PAR_EXP_310446_1,PAR_EXP_310446_1,2025-06-06,25.8,22.0,MODERE,13.9,3.2,0.68
IOT_PAR_EXP_310446_1,PAR_EXP_310446_1,2025-06-07,21.3,22.7,SEVERE,4.1,2.3,0.54
IOT_PAR_EXP_310446_1,PAR_EXP_310446_1,2025-06-08,28.2,21.3,MODERE,13.6,3.5,0.7
IOT_PAR_EXP_310446_1,PAR_EXP_310446_1,2025-06-09,40.7,27.2,FAIBLE,9.1,3.7,0.7
