id_bloc_operatoire,id_finess_etablissement,nom_etablissement,specialite_chirurgicale,nombre_salles_operatoires,taux_utilisation_bloc_pct,nombre_interventions_programmees,nombre_interventions_urgentes,delai_moyen_attente_chirurgie_jours
BLOC-1203,60790631,CH LA PALMOSA SLD DE MENTON,Oncologie Chirurgicale,4,62.5,44,11,35
BLOC-1204,60022050,LBM BIOESTEREL SITE VENCE MARECHAL FOC,Oncologie Chirurgicale,11,85.9,42,11,26
BLOC-1205,10012763,SAAD LES JARDINS DE MONAL PRIAY,Cardiologie Interventionnelle,7,95.6,108,21,33
BLOC-1206,20003240,SELARL LA PHARMACIE DE LA REPUBLIQUE,Neurologie & Neurochirurgie,4,81.8,37,6,2
BLOC-1207,10007383,SAAD AFP 01,Neurologie & Neurochirurgie,17,78.0,40,27,43
BLOC-1208,60020708,EHPAD MAISON MADELEINE,Orthopédie & Traumatologie,5,89.3,45,23,10
BLOC-1209,60792736,AGAHTIR AUTODIALYSE NICE,Neurologie & Neurochirurgie,8,93.9,94,34,26
BLOC-1210,20009098,SSIAD CC CONDÉ-EN-BRIE,Chirurgie Viscérale & Digestive,17,80.2,43,30,14
BLOC-1211,20002788,CENTRE PSYCHOTHÉRAPIQUE EPSMD AISNE,Cardiologie Interventionnelle,12,78.9,110,29,42
BLOC-1212,20013231,SAAD SISSAD DE GAUCHY,Orthopédie & Traumatologie,11,82.4,86,30,5
BLOC-1213,20012092,FRANCIS RINGEVAL ET AGNES BELOIU,Cardiologie Interventionnelle,6,76.7,63,6,13
BLOC-1214,20019386,MSP SAINTE-CLOTILDE,Oncologie Chirurgicale,4,68.2,41,27,23
BLOC-1215,20010880,PHARMACIE VALLEZ-BOONNE,Cardiologie Interventionnelle,15,82.7,105,21,19
BLOC-1216,60023330,GCS ENDOSC DIG CAL ET MED LIB ET SIEGE,Cardiologie Interventionnelle,18,66.5,81,11,40
BLOC-1217,60787769,CMP CAGNES SUR MER,Oncologie Chirurgicale,13,72.1,58,13,23
BLOC-1218,60792900,AUTODIAL INST ARNAULT TZANCK MOUGINS,Orthopédie & Traumatologie,14,76.8,100,29,9
BLOC-1219,60016326,GRANDE PHARMACIE ANGLO-AMERICAINE,Cardiologie Interventionnelle,15,81.6,108,6,6
BLOC-1220,50003995,SELARL PHARMACIE DU MOULIN,Chirurgie Viscérale & Digestive,10,67.3,110,23,28
BLOC-1221,60011863,SELARL PHARMACIE DU SUQUET DUBERTRAND,Chirurgie Viscérale & Digestive,15,61.9,74,16,42
BLOC-1222,30008221,CMP ADULTES MONTLUCON EST,Cardiologie Interventionnelle,17,73.7,85,26,28
BLOC-1223,60026366,SAAD 4 AS,Chirurgie Viscérale & Digestive,11,96.2,112,20,15
BLOC-1224,40005035,HJ CASA CH DIGNE,Orthopédie & Traumatologie,7,95.1,114,8,21
BLOC-1225,60799392,EHPAD LES JARDINS DE STE MARGUERITE,Cardiologie Interventionnelle,7,94.6,50,4,32
BLOC-1226,20003885,EFS NORD DE FRANCE SOISSONS,Orthopédie & Traumatologie,14,78.2,25,12,24
BLOC-1227,30004469,SAMSAH DE VICHY,Orthopédie & Traumatologie,14,62.3,105,10,34
BLOC-1228,10010791,RÉSIDENCE HENRI DUNANT,Orthopédie & Traumatologie,18,94.5,108,17,16
BLOC-1229,50009174,SAAD AXEO SERVICES EMBRUN,Oncologie Chirurgicale,4,75.4,89,30,42
BLOC-1230,20008785,ANTENNE EANM HENRI LEFEVRE,Cardiologie Interventionnelle,10,62.1,57,28,43
BLOC-1231,10013068,CIE INDUSTRIELLE APPLICATIONS THERM,Neurologie & Neurochirurgie,10,94.3,94,16,29
BLOC-1232,60006913,PHARMACIE BOUNTHANH,Oncologie Chirurgicale,15,74.2,81,18,16
BLOC-1233,20000386,CLINIQUE DE LA ROSERAIE,Oncologie Chirurgicale,10,75.8,46,28,36
BLOC-1234,60800836,CHRS FONDATION DE NICE,Chirurgie Viscérale & Digestive,6,73.4,68,11,19
BLOC-1235,60787207,CENTRE DE PMI DE MOUGINS,Neurologie & Neurochirurgie,7,93.0,65,31,7
BLOC-1236,20019527,CADA AEP SISSONNE,Chirurgie Viscérale & Digestive,12,62.6,100,24,39
BLOC-1237,30008429,CMP ADOLESCENTS CUSSET,Chirurgie Viscérale & Digestive,4,89.4,83,15,38
BLOC-1238,60016599,LES RESTANQUES,Neurologie & Neurochirurgie,17,65.3,106,32,19
BLOC-1239,50000363,DAME JEAN CLUZEL,Neurologie & Neurochirurgie,15,80.5,98,7,13
BLOC-1240,60017761,SELAS GRANDE PHARMACIE MASSENA,Oncologie Chirurgicale,8,81.7,108,8,24
BLOC-1241,10010320,RESIDENCE SOCIALE CHATEAU GAGNEUR,Neurologie & Neurochirurgie,5,81.8,28,21,31
BLOC-1242,10013415,SISA DES COGNOTS,Cardiologie Interventionnelle,13,68.2,44,20,38
BLOC-1243,20000204,ESAT APEI SAINT-QUENTIN,Oncologie Chirurgicale,9,70.7,51,35,32
BLOC-1244,60024569,CMP VENCE LES CARIATIDES,Orthopédie & Traumatologie,4,75.8,45,32,42
BLOC-1245,30785844,MAS LE BELVEDERE,Neurologie & Neurochirurgie,7,63.4,70,19,11
BLOC-1246,60031713,SAAD NOUVEL HORIZON SERVICES PACA,Cardiologie Interventionnelle,14,75.6,64,23,21
BLOC-1247,20013819,SAVS APEI-2V CHÂTEAU-THIERRY,Neurologie & Neurochirurgie,6,62.6,109,33,10
BLOC-1248,30780084,DITEP DE NERIS LES BAINS,Neurologie & Neurochirurgie,16,85.4,37,10,19
BLOC-1249,60788411,CENTRE PMI PLANIFICATION LE MARENGO,Cardiologie Interventionnelle,14,62.6,95,14,12
BLOC-1250,60007176,SELAS PHARMACIE DU PEYRON,Chirurgie Viscérale & Digestive,8,94.9,94,19,37
BLOC-1251,30784342,SAA ASSOCIATION C2M,Cardiologie Interventionnelle,14,90.1,116,23,20
BLOC-1252,40002867,SELARL PHARMACIE BONNE FONTAINE,Orthopédie & Traumatologie,4,82.6,40,27,5
BLOC-1253,20014379,SPS ADSEA02 SAINT-QUENTIN,Neurologie & Neurochirurgie,14,81.9,46,30,26
BLOC-1254,60020047,CMP LE REMBRANDT,Orthopédie & Traumatologie,13,65.2,92,34,26
BLOC-1255,10002335,PHARMACIE ORSET,Chirurgie Viscérale & Digestive,8,67.3,72,12,3
BLOC-1256,40004079,SAMSAH LES ECRINS URAPEDA,Oncologie Chirurgicale,7,63.2,84,17,6
BLOC-1257,30005615,SELARL PHARMACIE DU BOULET,Oncologie Chirurgicale,10,93.4,108,4,21
BLOC-1258,30784367,CCAS SAAD COMMENTRY,Oncologie Chirurgicale,9,70.0,44,13,3
BLOC-1259,60026606,SAAD FEEADOM,Chirurgie Viscérale & Digestive,12,63.6,39,34,7
BLOC-1260,10009660,PRADO BUGEY - LES ABBÉANCHES,Chirurgie Viscérale & Digestive,13,90.4,107,18,25
BLOC-1261,10006104,PHARMACIE GOURRY,Oncologie Chirurgicale,17,93.4,78,8,28
BLOC-1262,50008119,IRM GIE ALPES DU SUD SITE CH BRIANCON,Cardiologie Interventionnelle,12,75.6,47,6,16
BLOC-1263,30785299,ESAT YZEURE PRODUCTION,Orthopédie & Traumatologie,5,92.5,35,6,45
BLOC-1264,70006721,LIEU DE VIE LE PARADIS DES ENFANTS,Oncologie Chirurgicale,15,70.8,27,25,15
BLOC-1265,60018892,SELARL PHARMACIE SAINT ROCH,Orthopédie & Traumatologie,16,75.1,104,10,39
BLOC-1266,70005145,"SESSAD 1, 2, 3, SOLEIL",Oncologie Chirurgicale,18,98.5,108,23,34
BLOC-1267,10006344,CHRS BIBIANE BELL - ACCUEIL GESSIEN,Orthopédie & Traumatologie,4,88.4,95,4,14
BLOC-1268,20012407,SPASAD ADMR MONTCORNET,Chirurgie Viscérale & Digestive,14,87.4,48,23,30
BLOC-1269,30007462,UE AUTISME LA COMETE- SESSAD CLAIRJOIE,Chirurgie Viscérale & Digestive,17,95.7,118,10,6
BLOC-1270,40003113,CTRE NEPHRO B.BRAUN AVITUM SISTERON,Oncologie Chirurgicale,11,96.0,82,26,27
BLOC-1271,60016144,SELARL PHARMACIE HALIMI,Orthopédie & Traumatologie,18,91.2,89,5,21
BLOC-1272,50003276,PHARMACIE CARNOT,Orthopédie & Traumatologie,18,78.5,89,11,39
BLOC-1273,30784714,SCE AIDE MENAG DOM PERS AGEES,Orthopédie & Traumatologie,13,89.7,65,6,31
BLOC-1274,50000314,IME LE JOUCLARET,Orthopédie & Traumatologie,14,69.2,116,11,42
BLOC-1275,20002457,PHARMACIE MARLIERE,Cardiologie Interventionnelle,8,86.4,114,35,16
BLOC-1276,60022506,LBM BIOESTEREL SITE ANTIBES FOCH,Orthopédie & Traumatologie,6,82.9,114,31,37
BLOC-1277,10002756,PHARMACIE GALENUS,Cardiologie Interventionnelle,7,96.6,73,14,34
BLOC-1278,60028073,SAAD NOUS SOMMES LA POUR VOUS,Orthopédie & Traumatologie,15,68.4,108,15,40
BLOC-1279,60019536,CENTRE D'ACCUEIL DE JOUR MEDITERANNEE,Oncologie Chirurgicale,9,86.6,115,25,6
BLOC-1280,60023769,LBM BIOESTEREL SITE CAGNES MARECHAL JU,Oncologie Chirurgicale,9,90.9,73,22,27
BLOC-1281,60031705,LBM CERBALLIANCE PROVENCE SITE COLOMAR,Orthopédie & Traumatologie,15,62.7,79,23,34
BLOC-1282,10002673,GRANDE PHARMACIE DE BELLEGARDE,Neurologie & Neurochirurgie,18,96.4,29,9,17
BLOC-1283,60029253,SAAD DOMUSVI GRASSE,Neurologie & Neurochirurgie,5,80.6,56,13,36
BLOC-1284,50002047,EHPAD AUGUSTIN GUILLAUME,Neurologie & Neurochirurgie,13,62.1,45,9,11
BLOC-1285,20018800,CSP HORIZON MÉDICAL,Oncologie Chirurgicale,7,98.1,99,12,31
BLOC-1286,60012945,SELARL PHARMACIE ROCHAT,Chirurgie Viscérale & Digestive,11,83.1,88,23,10
BLOC-1287,20013108,RÉSIDENCE LES ACANTHES,Orthopédie & Traumatologie,12,86.5,28,31,34
BLOC-1288,70007216,MAISON DE SANTE AUBENAS,Orthopédie & Traumatologie,14,93.7,89,9,9
BLOC-1289,10002798,GRETA DE L'AIN,Orthopédie & Traumatologie,9,60.2,59,30,44
BLOC-1290,40001349,SELAS PHARMACIE SOLARI,Chirurgie Viscérale & Digestive,16,69.2,29,29,25
BLOC-1291,40004293,SERVICE ACCOMPAGNEMENT VIE SOCIALE,Neurologie & Neurochirurgie,11,82.5,36,23,5
BLOC-1292,30004014,PHARMACIE FLEURY,Orthopédie & Traumatologie,15,74.0,32,10,21
BLOC-1293,60017944,SELARL PHARMACIE DES MAGNOLIAS,Orthopédie & Traumatologie,7,98.5,35,23,43
BLOC-1294,60032752,NICE PORT RIQUIER,Neurologie & Neurochirurgie,9,74.5,61,11,32
BLOC-1295,50008978,SAAD ADMR DU HAUT BOCHAINE,Neurologie & Neurochirurgie,18,95.1,99,23,12
BLOC-1296,60023215,LIEU DE VIE LOU MERILHOUN,Chirurgie Viscérale & Digestive,10,85.3,67,8,39
BLOC-1297,20015012,GIE GAMMA 02 SOISSONS,Oncologie Chirurgicale,15,95.8,52,6,13
BLOC-1298,10012201,CATTP ADULTES BELLEY,Oncologie Chirurgicale,5,61.3,28,8,18
BLOC-1299,60021532,SSIAD OUEST FABRON DU CCAS DE NICE,Neurologie & Neurochirurgie,8,64.7,90,31,5
BLOC-1300,60026986,SAAD ALCASAP,Orthopédie & Traumatologie,12,88.7,119,33,31
BLOC-1301,10786705,CMP ENFANTS-ADOS ST MAURICE DE BEYNOST,Cardiologie Interventionnelle,10,75.3,109,8,41
BLOC-1302,20018305,CHU AEP HIRSON,Cardiologie Interventionnelle,15,81.7,25,12,23
BLOC-1303,60021821,LBM EUROFINS LABAZUR NICE SITE COLOMBO,Orthopédie & Traumatologie,8,93.4,67,15,14
BLOC-1304,10781045,EHPAD SAINT VINCENT VALSERHONE,Orthopédie & Traumatologie,16,81.0,120,21,25
BLOC-1305,60006319,SSIAD DU VAR ET DU LOUP,Orthopédie & Traumatologie,15,67.2,59,19,44
BLOC-1306,30783336,RES HEBERG TEMP PERS AGEES,Chirurgie Viscérale & Digestive,5,72.3,60,18,30
BLOC-1307,20018099,SAMSAH,Orthopédie & Traumatologie,9,72.8,89,4,30
BLOC-1308,30008775,CPTS NORD ALLIER,Chirurgie Viscérale & Digestive,12,68.6,43,33,38
BLOC-1309,60029675,ACT UN CHEZ SOI D'ABORD,Orthopédie & Traumatologie,4,74.9,75,28,24
BLOC-1310,30009922,AIDE AUX FAMILLES ET À LA PARENTALITÉ,Chirurgie Viscérale & Digestive,18,74.4,91,24,25
BLOC-1311,30785448,SSIAD CUSSET,Cardiologie Interventionnelle,13,81.3,100,15,30
BLOC-1312,60026051,SAS LA BASTIDE,Neurologie & Neurochirurgie,9,80.7,93,15,29
BLOC-1313,50005313,SELARL PHARMACIE D'AIGUILLES,Chirurgie Viscérale & Digestive,17,89.3,35,15,7
BLOC-1314,60017563,SARL PHARMACIE DEGAND,Neurologie & Neurochirurgie,13,74.7,54,18,24
BLOC-1315,60022019,LBM BIOESTEREL SITE BIOT,Neurologie & Neurochirurgie,4,65.4,80,7,12
BLOC-1316,60016441,PHARMACIE DE LA BUFFA,Orthopédie & Traumatologie,10,89.1,116,20,38
BLOC-1317,50006352,EAM CHARANCE,Neurologie & Neurochirurgie,10,76.8,66,6,8
BLOC-1318,40788788,SSIAD DU CH DE RIEZ,Neurologie & Neurochirurgie,15,93.5,39,26,21
BLOC-1319,60026762,SAAD PACT SOUTIEN A DOMICILE,Oncologie Chirurgicale,6,82.6,29,14,45
BLOC-1320,30006878,CMPP DE MOULINS,Neurologie & Neurochirurgie,7,76.8,119,32,5
BLOC-1321,60790250,COMPLEXE EPIS ADSEA,Chirurgie Viscérale & Digestive,11,78.3,57,20,2
BLOC-1322,60800158,SSIAD SECTEUR II ARNAULT TZANCK,Chirurgie Viscérale & Digestive,17,77.4,65,24,5
BLOC-1323,10008860,ASSOCIATION ECLAT,Orthopédie & Traumatologie,10,81.7,100,5,18
BLOC-1324,40002826,SELARL PHARMACIE BUREAU,Cardiologie Interventionnelle,6,79.0,93,29,45
BLOC-1325,60782000,FONDATION EMILIE CHIRIS,Chirurgie Viscérale & Digestive,7,81.5,28,23,23
BLOC-1326,20004370,CPEF CD02 LAON,Neurologie & Neurochirurgie,10,79.5,70,27,23
BLOC-1327,10004216,PHARMACIE DU BOURG,Oncologie Chirurgicale,10,97.7,26,24,10
BLOC-1328,10009231,LBM NOVELAB CHATILLON SUR CHALARONNE,Neurologie & Neurochirurgie,12,63.5,77,4,16
BLOC-1329,40004814,LBM SYNLAB PROVENCE SITE FORCALQUIER,Orthopédie & Traumatologie,11,83.3,26,21,6
BLOC-1330,30006613,CENTRE D'IMAGERIE MEDICALE,Orthopédie & Traumatologie,7,94.6,71,24,38
BLOC-1331,20017554,MSP DE VILLENEUVE SUR AISNE,Oncologie Chirurgicale,18,82.0,33,4,27
BLOC-1332,60028461,SAAD APF FRANCE HANDICAP,Chirurgie Viscérale & Digestive,15,88.5,50,8,18
BLOC-1333,10008019,RÉSIDENCE SOCIALE AUGUSTE RENOIR,Chirurgie Viscérale & Digestive,6,95.3,93,5,18
BLOC-1334,20007910,PARMACIE DU PARVIS,Neurologie & Neurochirurgie,4,76.4,48,21,9
BLOC-1335,60030152,HJ FRANCO MONEGASQUE SECT 06I05,Chirurgie Viscérale & Digestive,18,87.3,53,32,19
BLOC-1336,50008101,IRM DES ALPES DU SUD SITE CHICAS GAP,Cardiologie Interventionnelle,6,79.0,80,22,6
BLOC-1337,60790912,SSIAD CCAS ANTIBES,Oncologie Chirurgicale,15,63.1,55,13,28
BLOC-1338,50005149,EANM ALBERT BOREL,Neurologie & Neurochirurgie,16,95.4,113,31,40
BLOC-1339,60019957,CMP ADULTE SECT3 LE SAINT GERMAIN,Oncologie Chirurgicale,17,76.1,79,27,7
BLOC-1340,60009289,RESIDENCE SOCIALE SAINTE JEANNE,Cardiologie Interventionnelle,6,84.0,70,34,14
BLOC-1341,10004604,PHARMACIE DES 4 CHEMINS,Chirurgie Viscérale & Digestive,13,61.4,67,13,23
BLOC-1342,60016730,PHARMACIE SAINT ANTOINE,Cardiologie Interventionnelle,13,95.7,35,29,20
BLOC-1343,50003573,PHARMACIE DE LA SAULCE,Orthopédie & Traumatologie,18,67.7,73,25,27
BLOC-1344,60019197,SELARL L'APOTHEQK DU SQUARE GOIRAN,Neurologie & Neurochirurgie,14,60.9,52,8,44
BLOC-1345,70002787,PHARMACIE DE LALOUVESC,Cardiologie Interventionnelle,7,67.4,114,17,29
BLOC-1346,60003761,CENTRE PLANIFICATION MANDELIEU,Chirurgie Viscérale & Digestive,14,93.1,53,28,37
BLOC-1347,60026036,SAVS APF L'OCARINA,Oncologie Chirurgicale,16,81.2,66,4,9
BLOC-1348,20017513,SAMNA AEP SAINT QUENTIN,Chirurgie Viscérale & Digestive,16,96.4,38,21,7
BLOC-1349,20013975,SAAD CCAS ROZOY-SUR-SERRE,Cardiologie Interventionnelle,10,89.1,104,6,8
BLOC-1350,20017794,SAAD ADHAP TERGNIER,Oncologie Chirurgicale,4,85.1,28,22,5
BLOC-1351,60790680,CH DE GRASSE CENTRE DE LONG SEJOUR,Cardiologie Interventionnelle,13,63.1,114,34,37
BLOC-1352,60010774,PHARMACIE DE LA GARE,Oncologie Chirurgicale,18,66.3,45,24,3
BLOC-1353,10010635,PETITE UNITE DE VIE LA MAISON CALINE,Oncologie Chirurgicale,7,85.5,101,20,27
BLOC-1354,60017688,RESIDENCE SOCIALE CHRISTINA,Oncologie Chirurgicale,4,78.0,91,26,26
BLOC-1355,60020351,PHARMACIE WEBER,Chirurgie Viscérale & Digestive,16,90.1,111,4,29
BLOC-1356,20014551,FAM ADEF GAUCHY,Chirurgie Viscérale & Digestive,16,91.6,58,32,20
BLOC-1357,40005084,SOS OXYGENE VAR,Oncologie Chirurgicale,13,79.9,102,28,27
BLOC-1358,30009716,VILLAGE D'ENFANTS,Chirurgie Viscérale & Digestive,9,78.0,35,29,36
BLOC-1359,60025418,POUPONNIERE CLEMENTINE,Cardiologie Interventionnelle,7,60.8,37,28,29
BLOC-1360,10005288,ESAT HORS LES MURS LADAPT,Neurologie & Neurochirurgie,12,87.6,110,5,20
BLOC-1361,60790623,SSIAD DE CARROS,Oncologie Chirurgicale,13,75.5,66,9,23
BLOC-1362,10780559,DITEP SEILLON,Cardiologie Interventionnelle,15,62.4,103,33,21
BLOC-1363,30008791,CPTS VICHY VAL D'ALLIER,Chirurgie Viscérale & Digestive,16,96.9,46,30,6
BLOC-1364,60799236,MAISON DE RETRAITE VILLA SAINT CAMILLE,Oncologie Chirurgicale,4,72.0,75,8,4
BLOC-1365,60791027,SSIAD DES TROIS CORNICHES,Chirurgie Viscérale & Digestive,12,97.3,40,6,22
BLOC-1366,60000486,CH SAINT ELOI DE SOSPEL,Oncologie Chirurgicale,7,93.2,73,33,36
BLOC-1367,20003638,E.A.N.M L'OISEAU BLEU,Orthopédie & Traumatologie,8,78.3,70,8,35
BLOC-1368,30001770,PHARMACIE BOURREL,Orthopédie & Traumatologie,7,63.7,51,35,30
BLOC-1369,40004038,FOYER ACCUEIL MEDICALISE DES FONTAINES,Cardiologie Interventionnelle,4,60.8,83,4,29
BLOC-1370,10005452,PHARMACIE INTERNATIONALE,Chirurgie Viscérale & Digestive,5,91.6,69,15,30
BLOC-1371,10007599,CHU ADSEA 01,Cardiologie Interventionnelle,4,75.1,47,7,37
BLOC-1372,60010725,SELASU PHARMACIE NICOLAS,Oncologie Chirurgicale,17,60.4,84,17,16
BLOC-1373,10785400,SAAD PROXIMITE ADMR VIRIAT,Neurologie & Neurochirurgie,8,67.9,74,8,13
BLOC-1374,60787041,CONSULTATION DE PMI DE BIOT,Orthopédie & Traumatologie,9,87.2,65,14,43
BLOC-1375,70007125,CENTRE MEDICAL CHANTELAUVE BOUTIERES,Neurologie & Neurochirurgie,16,79.4,35,22,19
BLOC-1376,60026135,CTRE IMAG MED BELVEDERE SITE CLIN PARC,Neurologie & Neurochirurgie,18,94.9,99,35,38
BLOC-1377,60029857,SAFRAM 06 MONTJOYE,Cardiologie Interventionnelle,9,64.3,63,32,34
BLOC-1378,10784163,ESAT LE PENNESSUY,Neurologie & Neurochirurgie,16,75.3,93,35,28
BLOC-1379,20003703,FH APEI-SOISSONS CROUY,Chirurgie Viscérale & Digestive,7,89.8,109,28,28
BLOC-1380,30007223,MAISON DE SANTE DE CHEVAGNES,Oncologie Chirurgicale,7,80.5,27,7,25
BLOC-1381,60014529,EAM L'EOLIENNE DU CH DE BREIL,Oncologie Chirurgicale,11,94.6,105,14,8
BLOC-1382,60024841,CDS DENTAIRE DE CANNES,Oncologie Chirurgicale,8,78.7,113,25,29
BLOC-1383,30002315,PHARMACIE DES COLOMBAGES,Oncologie Chirurgicale,17,92.1,91,6,3
BLOC-1384,20018990,SAAD AGES ET VIE - ETREUX,Cardiologie Interventionnelle,12,71.1,73,4,16
BLOC-1385,10006054,GRANDE PHARMACIE DE VILLARS,Orthopédie & Traumatologie,12,62.3,116,20,17
BLOC-1386,60023017,LBM BIOESTEREL SITE VALBONNE,Chirurgie Viscérale & Digestive,7,61.4,82,9,43
BLOC-1387,60780145,CLINIQUE SAINT DOMINIQUE,Cardiologie Interventionnelle,16,70.6,53,10,21
BLOC-1388,40003147,ESAT ATELIERS DU FOURNAS,Chirurgie Viscérale & Digestive,10,65.0,84,25,7
BLOC-1389,60011681,PHARMACIE HOUDANT-SASSARD,Neurologie & Neurochirurgie,18,83.7,58,10,30
BLOC-1390,60789765,AEMO MONTJOYE,Cardiologie Interventionnelle,17,67.9,90,22,25
BLOC-1391,10788990,FOYER LES SOURDIERES,Oncologie Chirurgicale,9,97.1,28,28,20
BLOC-1392,30009898,ASPAH,Orthopédie & Traumatologie,13,90.2,50,14,35
BLOC-1393,10786861,SERVICE D'ACCUEIL DE JOUR DU COLOMBIER,Neurologie & Neurochirurgie,13,61.8,47,31,17
BLOC-1394,20016671,DITEP FERE EN TARDENOIS,Neurologie & Neurochirurgie,5,95.7,78,21,11
BLOC-1395,50002013,MECS LA SAPINETTE,Cardiologie Interventionnelle,17,62.2,61,32,44
BLOC-1396,20019725,CENTRE SOCIAL DU VERMANDOIS,Oncologie Chirurgicale,4,70.5,77,19,12
BLOC-1397,40004855,MSP CASTELLANE,Neurologie & Neurochirurgie,5,81.6,120,15,15
BLOC-1398,20016812,MSP DE CRÉCY SUR SERRE,Orthopédie & Traumatologie,15,79.2,27,30,12
BLOC-1399,10005098,PHARMACIE SIAUVE,Orthopédie & Traumatologie,11,92.3,34,5,16
BLOC-1400,40003071,SSIAD SAINT MICHEL,Chirurgie Viscérale & Digestive,10,81.9,34,18,20
BLOC-1401,40006678,SERVICE MNA PRIMO-ARRIVANTS,Chirurgie Viscérale & Digestive,12,80.3,78,10,24
BLOC-1402,20015483,PF HENRI MARTIN AEP SAINT-QUENTIN,Orthopédie & Traumatologie,7,74.2,84,5,15
BLOC-1403,30002679,SERVICE D'ACCUEIL DE JOUR LATELIER,Neurologie & Neurochirurgie,16,81.7,26,25,38
BLOC-1404,40002495,PHARMACIE DE JAUSIERS,Neurologie & Neurochirurgie,15,76.7,81,25,9
BLOC-1405,50003870,SELARL PHIE DE LA LUYSANNE,Cardiologie Interventionnelle,6,60.6,82,10,2
BLOC-1406,30006613,CENTRE D'IMAGERIE MEDICALE,Chirurgie Viscérale & Digestive,7,97.6,89,10,30
BLOC-1407,60007093,PHARMACIE DE LA TINEE C. OURMANN,Cardiologie Interventionnelle,9,98.1,72,20,26
BLOC-1408,60024932,HJ DU CONGRES CHS SAINTE MARIE,Oncologie Chirurgicale,6,97.1,56,33,30
BLOC-1409,60023041,LBM BIOESTEREL SITE ANTIBES ESTEREL,Orthopédie & Traumatologie,6,74.1,77,29,44
BLOC-1410,30783179,RESIDENCE AUTONOMIE LES COUPANCES,Neurologie & Neurochirurgie,12,64.4,115,34,44
BLOC-1411,70007372,RESIDENCE ACCUEIL APATPH,Cardiologie Interventionnelle,14,78.0,88,17,14
BLOC-1412,50003607,PHARMACIE CHRISTIAN-FARDEAU,Neurologie & Neurochirurgie,6,74.5,63,32,4
BLOC-1413,60029493,SAAD SUD SERVICES NICE 2,Chirurgie Viscérale & Digestive,12,74.4,42,35,45
BLOC-1414,50005123,EANM CHAILLOL,Neurologie & Neurochirurgie,11,82.9,26,5,30
BLOC-1415,30004311,PHARMACIE DEVERS - ROUZILLE,Chirurgie Viscérale & Digestive,5,74.2,86,19,13
BLOC-1416,60015435,PHARMACIE DU SOLEIL,Cardiologie Interventionnelle,14,69.9,73,16,44
BLOC-1417,30005342,PHARMACIE JEANNE D'ARC - FOURY,Neurologie & Neurochirurgie,14,88.9,86,17,32
BLOC-1418,20016036,PMI CD02 LAON,Orthopédie & Traumatologie,14,69.9,41,15,27
BLOC-1419,20009429,SAVS AJP SAINT-QUENTIN,Cardiologie Interventionnelle,13,76.3,33,16,28
BLOC-1420,10011260,SPASAD BRESSE DOMBES,Chirurgie Viscérale & Digestive,5,82.0,95,23,39
BLOC-1421,30781116,HOPITAL PRIVE SAINT-FRANCOIS,Cardiologie Interventionnelle,16,89.8,86,12,19
BLOC-1422,60003449,SESSAD BARIQUAND ALPHAND,Cardiologie Interventionnelle,14,74.4,98,6,34
BLOC-1423,30007611,GCS DE MOYENS IMAGERIE SAINT-ODILON,Neurologie & Neurochirurgie,9,67.7,50,35,3
BLOC-1424,20004123,MECS ADO'RIZON AJP ST QUENTIN,Orthopédie & Traumatologie,11,88.0,82,14,36
BLOC-1425,20003588,CES ANPS LAON,Orthopédie & Traumatologie,12,98.1,77,21,32
BLOC-1426,10003952,PHARMACIE DES MONTS BERTHIAND,Oncologie Chirurgicale,8,64.8,54,9,5
BLOC-1427,50002799,CENTRE DE FORMATION DU C.H.I.C.A.S,Oncologie Chirurgicale,11,83.4,47,5,43
BLOC-1428,10011716,RÉSIDENCE ACCUEIL ALFA3A,Chirurgie Viscérale & Digestive,12,83.6,116,21,32
BLOC-1429,20013900,SAAD SIVOM LE CATELET,Chirurgie Viscérale & Digestive,16,93.0,50,27,39
BLOC-1430,60029980,ESAT FERME ASCROS NICE-,Cardiologie Interventionnelle,14,79.4,69,26,28
BLOC-1431,10003655,PHARMACIE DE FAREINS,Neurologie & Neurochirurgie,17,83.0,55,26,31
BLOC-1432,60017498,FJT-RS REPUBLIQUE,Orthopédie & Traumatologie,7,92.2,108,35,44
BLOC-1433,20006151,HJ EPSMD LA FÈRE,Cardiologie Interventionnelle,6,72.8,60,30,3
BLOC-1434,60784204,EHPAD LA COLLINE,Cardiologie Interventionnelle,6,63.1,57,33,3
BLOC-1435,30004345,PHARMACIE BAUDIN,Orthopédie & Traumatologie,15,96.2,82,6,15
BLOC-1436,20016093,PMI CD02 SOISSONS,Oncologie Chirurgicale,7,97.3,45,20,11
BLOC-1437,30008122,CMP ADULTES DOMPIERRE SUR BESBRE,Neurologie & Neurochirurgie,12,87.1,44,25,42
BLOC-1438,20004347,SSIAD CCAS LAON,Neurologie & Neurochirurgie,6,74.8,92,28,4
BLOC-1439,60015351,SELAS PHARMACIE SAINT ISIDORE,Cardiologie Interventionnelle,10,82.7,33,29,32
BLOC-1440,40004061,CAARUD,Orthopédie & Traumatologie,10,73.9,45,25,3
BLOC-1441,50006238,CHRS DU BRIANCONNAIS,Orthopédie & Traumatologie,7,96.8,87,15,35
BLOC-1442,50007798,CADA NORD 05,Oncologie Chirurgicale,15,65.3,56,15,28
BLOC-1443,60025897,LBM EUROFINS LABAZUR NICE SITE LAGHET/,Oncologie Chirurgicale,18,75.4,83,35,17
